property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servent room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,tarc maceo,sector 91,1.8,7758.0,2320.2,Carpet area: 2320 (215.54 sq.m.),3.0,3,3+,0.0,North,Relatively New,,,2320.0,0,0,0,0,0,1,45,773.4
flat,godrej,sector 79,2.03,9046.0,2244.1,Super Built up area 2244(208.47 sq.m.),3.0,4,3+,7.0,South-East,Relatively New,2244.0,,,0,0,0,0,0,0,118,748.0333333333333
flat,orchid petals,sector 49,4.16,11700.0,3555.6,Super Built up area 3557(330.46 sq.m.),5.0,4,3+,14.0,East,Relatively New,3557.0,,,0,0,0,0,0,0,40,711.12
flat,chd avenue,sector 71,1.25,7171.0,1743.1,Super Built up area 1743(161.93 sq.m.),3.0,4,2,7.0,East,Relatively New,1743.0,,,0,0,0,0,0,2,160,581.0333333333333
flat,emaar mgf palm hills,sector 77,1.64,8410.0,1950.1,Super Built up area 1950(181.16 sq.m.),4.0,3,3,9.0,South,Relatively New,1950.0,,,0,0,0,0,0,0,102,487.525
house,independent,sector 12,2.75,12342.0,2228.13,Built Up area: 2228 (206.99 sq.m.),6.0,6,2,2.0,,Undefined,,2228.0,,0,0,0,0,0,0,0,371.355
flat,apex our homes,sector 37,0.35,3783.0,925.2,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2,1,7.0,East,Relatively New,925.0,850.0,800.0,0,0,0,0,0,2,158,462.6
flat,vatika gurgaon,sector 83,1.33,5564.0,2390.4,Super Built up area 2390(222.04 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,4,3,3.0,East,Relatively New,2390.0,,2000.0,0,0,0,0,0,0,26,597.6
flat,tulip purple,sector 69,1.8,8182.0,2200.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,5,3+,4.0,North-East,Relatively New,2400.0,2200.0,2000.0,0,0,0,0,0,0,165,550.0
flat,pareena mi casa,sector 68,1.9,9227.0,2059.2,Carpet area: 2059 (191.29 sq.m.),3.0,3,3+,1.0,,Under Construction,,,2059.0,0,0,0,0,0,0,49,686.4
house,independent,sector 23,1.2,6228.0,1926.74,Plot area 214(178.93 sq.m.)Built Up area: 1500 sq.yards (1254.19 sq.m.),3.0,2,2,3.0,,New Property,,1500.0,,0,0,0,0,0,2,79,642.2466666666667
flat,tulip violet,sector 69,1.2,10909.0,1100.0,Built Up area: 1100 (102.19 sq.m.),2.0,3,0,0.0,,Undefined,,1100.0,,0,0,0,0,0,0,54,550.0
flat,adani mk oyster grande,sector 102,2.6,10007.0,2598.2,Super Built up area 2598(241.36 sq.m.),3.0,3,3,2.0,North-East,Relatively New,2598.0,,,0,0,0,0,0,0,118,866.0666666666666
flat,ss residency,sector 12,0.53,4818.0,1100.0,Super Built up area 1100(102.19 sq.m.),3.0,3,2,2.0,,Relatively New,1100.0,,,0,0,0,0,0,2,14,366.6666666666667
flat,sare crescent parc royal greens phase,sector 92,0.75,4325.0,1734.1,Built Up area: 1734 (161.09 sq.m.),4.0,4,3+,3.0,East,Relatively New,,1734.0,,0,0,0,0,0,0,93,433.525
flat,maa bhagwati residency,sector 7,0.45,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),2.0,2,1,4.0,West,Relatively New,,,900.0,0,0,0,0,0,0,28,450.0
flat,emaar mgf the palm drive,sector 66,2.8,14358.0,1950.1,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3,2,12.0,East,New Property,1950.0,1920.0,1600.0,0,0,0,0,0,1,69,650.0333333333333
flat,shree vardhman victoria,sector 70,1.78,9128.0,1950.0,Super Built up area 1950(181.16 sq.m.),3.0,3,3+,7.0,North-East,Relatively New,1950.0,,,0,0,0,0,0,0,49,650.0
flat,signature global park,sector 48,0.58,7056.0,822.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,2,3.0,,Undefined,,822.0,600.0,0,0,0,0,0,0,58,411.0
flat,ireo the grand arch,sector 58,3.8,17560.0,2164.0,Super Built up area 2164(201.04 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4,1,19.0,West,Moderately old,2164.0,1700.0,1600.0,0,0,0,0,0,2,167,721.3333333333334
flat,godrej nature plus,sector 33,1.08,13126.0,822.8,Carpet area: 76.44,2.0,2,3,8.0,,Undefined,,,76.44,0,0,0,0,0,0,56,411.4
flat,supertech hues,sector 68,1.0,8474.0,1180.1,Carpet area: 1180 (109.63 sq.m.),2.0,2,3,23.0,,New Property,,,1180.0,0,0,0,0,0,0,49,590.05
flat,the close north,sector 50,2.51,11992.0,2093.1,Super Built up area 2093(194.45 sq.m.),3.0,3,3,11.0,North-East,Moderately old,2093.0,,,0,0,0,0,0,2,109,697.6999999999999
house,independent,sector 4,0.38,8023.0,473.61,Plot area 52.5(43.9 sq.m.)Built Up area: 52.5 sq.yards (43.9 sq.m.),1.0,1,1,1.0,,Relatively New,,472.53521,,0,0,0,0,1,0,23,473.61
house,dlf gardencity enclave,sector 93,1.3,11287.0,1151.74,Plot area 1152(107.02 sq.m.),3.0,2,1,3.0,,Relatively New,,1152.0,,0,0,0,0,0,0,50,383.91333333333336
house,independent,sector 91,3.6,14799.0,2432.64,Plot area 270(225.75 sq.m.),4.0,4,3,2.0,North-East,New Property,,2430.0,,0,0,0,0,0,2,49,608.16
flat,aipl zen residences,sector 70,1.25,9904.0,1262.1,Carpet area: 1262 (117.24 sq.m.),2.0,2,2,19.0,,New Property,,,1262.0,0,0,0,0,0,0,42,631.05
flat,mvn athens,sector 48,0.25,5189.0,481.8,Carpet area: 481.73 (44.75 sq.m.),2.0,2,1,3.0,East,Relatively New,,,481.73,0,0,0,0,0,0,51,240.9
flat,hcbs sports ville,sector 48,0.2,2666.0,750.2,Super Built up area 750(69.68 sq.m.)Built Up area: 743 sq.ft. (69.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,4.0,,New Property,750.0,743.0,600.0,0,0,0,0,0,0,15,375.1
flat,tulip violet,sector 69,1.9,9452.0,2010.2,Super Built up area 2010(186.74 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4.0,4,2,6.0,West,Relatively New,2010.0,,1500.0,0,0,0,0,0,0,174,502.55
flat,viridian the plaza,sector 106,0.39,5571.0,700.0,Super Built up area 700(65.03 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1,1,7.0,East,Relatively New,700.0,,450.0,0,0,0,0,0,0,130,700.0
flat,dlf regal gardens,sector 90,1.78,8040.0,2213.9,Super Built up area 2215(205.78 sq.m.),4.0,4,3+,12.0,North-East,Relatively New,2215.0,,,0,0,0,0,0,0,61,553.475
flat,sare homes,sector 92,0.8,4694.0,1704.3,Carpet area: 1704 (158.31 sq.m.),4.0,4,3,1.0,North-East,Moderately old,,,1704.0,0,0,0,0,0,0,77,426.075
flat,bestech park view spa next,sector 67,2.72,11574.0,2350.1,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),4.0,4,3+,0.0,South-West,Relatively New,2350.0,2250.0,2001.0,0,0,0,0,0,2,128,587.525
flat,ireo the corridors,sector 67,1.62,9380.0,1727.1,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3.0,3,2,4.0,North,New Property,1727.0,,1017.0,0,0,0,0,0,2,142,575.6999999999999
flat,raheja atharva,sector 109,1.6,5319.0,3008.1,Built Up area: 3008 (279.45 sq.m.),4.0,1,0,0.0,,New Property,,3008.0,,0,0,0,0,0,0,0,752.025
flat,sobha city,sector 108,3.95,16858.0,2343.1,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512 sq.ft. (140.47 sq.m.),3.0,4,2,15.0,West,Relatively New,2343.0,,1512.0,0,0,0,0,0,0,49,781.0333333333333
house,independent,sector 48,5.5,23547.0,2335.77,Plot area 260(217.39 sq.m.),4.0,4,2,2.0,North,Relatively New,,2340.0,,0,1,0,0,0,2,22,583.9425
flat,dlf new town heights,sector 86,1.27,6580.0,1930.1,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,4,3,19.0,South-West,Relatively New,1930.0,1800.0,1450.0,0,0,0,0,0,0,126,643.3666666666667
flat,dnha cghs,sector 1,0.85,3864.0,2199.8,Built Up area: 2200 (204.39 sq.m.),3.0,3,0,5.0,,Undefined,,2200.0,,0,0,0,0,0,0,0,733.2666666666668
flat,dlf the primus,sector 82,1.87,10394.0,1799.1,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3,3,31.0,East,Moderately old,1799.0,,1538.0,0,0,0,0,0,0,38,599.6999999999999
flat,breez global hill view,sector 48,0.32,5776.0,554.0,Carpet area: 554 (51.47 sq.m.),2.0,2,2,19.0,North,Relatively New,,,554.0,0,0,0,0,0,2,21,277.0
house,independent,sector 105,0.5,5734.0,871.92,Built Up area: 100 (9.29 sq.m.),2.0,2,0,1.0,,Undefined,,100.0,,0,0,0,0,0,0,0,435.96
flat,tulip ivory,sector 70,2.0,8333.0,2400.1,Super Built up area 2400(222.97 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4.0,5,3+,6.0,East,Moderately old,2400.0,,1850.0,0,0,0,0,0,2,95,600.025
flat,ss the leaf,sector 85,1.09,6661.0,1636.4,Super Built up area 1640(152.36 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2.0,2,3,5.0,North-East,Relatively New,1640.0,1475.0,1350.0,0,0,0,0,0,0,49,818.2
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16455.0,589.5,Super Built up area 915(85.01 sq.m.)Carpet area: 589.49 sq.ft. (54.77 sq.m.),2.0,2,2,10.0,North-East,Relatively New,915.0,,589.49,0,0,0,0,0,0,151,294.75
flat,proxima tower,sector 37,0.6,4602.0,1303.8,Super Built up area 1304(121.15 sq.m.),2.0,2,3,5.0,,Under Construction,1304.0,,,0,0,0,0,0,0,55,651.9
house,independent,sector 48,6.25,6946.0,8998.62,Plot area 1000(836.13 sq.m.),3.0,3,0,1.0,,Moderately old,,9000.0,,0,0,0,0,0,0,0,2999.5400000000004
flat,tulip white,sector 69,0.9,6000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1326 sq.ft. (123.19 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,2,3+,1.0,West,Relatively New,1500.0,1326.0,1050.0,0,0,0,0,0,2,149,500.0
flat,gls avenue,sector 92,0.5,7812.0,640.0,Carpet area: 640 (59.46 sq.m.),3.0,3,1,12.0,,New Property,,,640.0,0,0,0,0,0,1,95,213.33333333333334
flat,vatika city homes,sector 83,0.8,6060.0,1320.1,Super Built up area 1320(122.63 sq.m.),2.0,2,2,8.0,East,Moderately old,1320.0,,,0,0,0,0,0,0,22,660.05
house,independent,sector 10,3.6,19559.0,1840.63,Plot area 204(170.57 sq.m.),3.0,4,3,3.0,North,Moderately old,,1836.0,,0,0,0,1,0,2,28,613.5433333333334
house,independent,sector 25,9.0,28537.0,3153.82,Plot area 351(293.48 sq.m.),10.0,10,3,3.0,East,Old Property,,3159.0,,0,0,0,1,0,2,64,315.382
flat,la vida by tata housing,sector 113,1.35,12385.0,1090.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1090 sq.ft. (101.26 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),2.0,2,3,10.0,North-East,New Property,1276.0,1090.0,965.0,0,0,0,0,0,0,174,545.0
house,malibu towne,sector 47,8.81,27192.0,3239.93,Plot area 360(301.01 sq.m.),8.0,6,3+,3.0,East,Moderately old,,3240.0,,1,1,0,0,1,2,27,404.99125
flat,smart world gems,sector 89,1.16,8151.0,1423.1,Carpet area: 1423 (132.2 sq.m.),3.0,3,2,3.0,South-East,Undefined,,,1423.0,0,0,0,0,0,0,68,474.3666666666666
flat,vipul world,sector 48,1.38,9482.0,1455.4,Carpet area: 1450 (134.71 sq.m.),3.0,3,1,2.0,,Relatively New,,,1450.0,0,0,0,0,0,0,60,485.1333333333334
flat,trisara our homes,sector 48,0.35,5564.0,629.0,Carpet area: 629 (58.44 sq.m.),2.0,2,1,2.0,North,New Property,,,629.0,0,0,0,0,0,0,74,314.5
flat,umang monsoon breeze,sector 78,1.25,5000.0,2500.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,4,3,2.0,East,Relatively New,2350.0,2300.0,2000.0,0,0,0,0,0,0,57,625.0
house,ansal sushant lok plots,sector 43,5.8,29935.0,1937.5,Plot area 215(179.77 sq.m.),6.0,6,3,2.0,South-West,Relatively New,,1935.0,,0,1,0,0,1,2,49,322.9166666666667
flat,mvn athens,sector 48,0.27,5900.0,457.6,Carpet area: 457.52 (42.5 sq.m.),2.0,2,1,0.0,,Relatively New,,,457.52,0,0,0,0,0,2,69,228.8
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,1975.0,Super Built up area 1975(183.48 sq.m.),4.0,4,3+,0.0,West,Relatively New,1975.0,,,0,0,0,0,0,2,151,493.75
flat,paras dews,sector 106,0.87,7768.0,1120.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),2.0,2,3+,1.0,North-East,New Property,1385.0,1120.0,940.0,0,0,0,0,0,0,174,560.0
flat,bestech park view residency,sector 2,0.95,6713.0,1415.2,Super Built up area 1415(131.46 sq.m.),2.0,2,3,1.0,North-East,Moderately old,1415.0,,,0,0,0,0,0,2,82,707.6
flat,ss the leaf,sector 85,2.0,8305.0,2408.2,Super Built up area 2408(223.71 sq.m.),3.0,4,3,8.0,East,Relatively New,2408.0,,,0,0,0,0,0,0,21,802.7333333333332
flat,dlf the skycourt,sector 86,1.5,7776.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1330 sq.ft. (123.56 sq.m.),3.0,3,1,15.0,South-East,Relatively New,1929.0,1550.0,1330.0,0,0,0,0,0,0,159,643.0
flat,ss the leaf,sector 85,1.14,6951.0,1640.0,Super Built up area 1640(152.36 sq.m.),2.0,2,3,4.0,South,Relatively New,1640.0,,,0,0,0,0,0,0,109,820.0
flat,bestech park view residency,sector 2,1.51,7890.0,1913.8,Super Built up area 1920(178.37 sq.m.),3.0,4,3+,8.0,West,Moderately old,1920.0,,,0,0,0,0,0,0,92,637.9333333333333
house,independent,sector 13,0.62,3556.0,1743.75,Built Up area: 192 (17.84 sq.m.),6.0,6,0,3.0,,Undefined,,192.0,,0,0,0,0,0,0,0,290.625
flat,corona optus,sector 37,1.25,7090.0,1763.0,Super Built up area 1763(163.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1234 sq.ft. (114.64 sq.m.),3.0,3,3,4.0,North-West,Relatively New,1763.0,1350.0,1234.0,0,0,0,0,0,0,49,587.6666666666666
house,nul,sector 25,9.5,33431.0,2841.67,Plot area 316(264.22 sq.m.),9.0,9,3+,3.0,North-West,Old Property,,2844.0,,0,0,0,0,1,0,81,315.74111111111114
flat,tulip violet,sector 69,1.4,8861.0,1580.0,Super Built up area 1578(146.6 sq.m.),3.0,3,2,2.0,North-East,Relatively New,1578.0,,,0,0,0,0,0,0,102,526.6666666666666
flat,umang winter hills,sector 77,1.05,5762.0,1822.3,Super Built up area 1822(169.27 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3,3,7.0,East,Relatively New,1822.0,1600.0,1400.0,0,0,0,0,0,0,49,607.4333333333333
flat,raheja vanya,sector 99,0.59,3975.0,1484.3,Super Built up area 1252.13(116.33 sq.m.),2.0,2,3,1.0,East,Undefined,1252.164487,,,0,0,0,0,0,0,96,742.15
flat,the ivy,sector 43,6.0,15765.0,3805.9,Built Up area: 3806 (353.59 sq.m.),4.0,5,3,2.0,North-East,Undefined,,3806.0,,0,0,0,0,0,0,0,951.475
house,project housing board colony,sector 28,2.58,19809.0,1302.43,Carpet area: 1300 (120.77 sq.m.),4.0,2,2,2.0,,Undefined,,,1300.0,0,0,0,0,0,0,0,325.6075
flat,signature global park,sector 36,0.85,11333.0,750.0,Carpet area: 750 (69.68 sq.m.),3.0,2,3,1.0,,New Property,,,750.0,0,0,0,0,0,0,33,250.0
flat,ats kocoon,sector 109,2.2,10501.0,2095.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3.0,4,3,13.0,West,Relatively New,2095.0,1860.0,,0,0,0,0,0,0,165,698.3333333333334
flat,corona optus,sector 37,1.2,6916.0,1735.1,Super Built up area 1735(161.19 sq.m.)Built Up area: 1635 sq.ft. (151.9 sq.m.)Carpet area: 1535 sq.ft. (142.61 sq.m.),3.0,4,3,8.0,South-West,Relatively New,1735.0,1635.0,1535.0,0,0,0,0,0,0,149,578.3666666666667
flat,conscient elevate,sector 59,4.02,17500.0,2297.1,Carpet area: 2295 (213.21 sq.m.),3.0,3,1,3.0,,Under Construction,,,2295.0,0,0,0,0,0,0,31,765.6999999999999
house,nirvana cedar crest,sector 50,3.99,8868.0,4499.31,Plot area 4500(418.06 sq.m.),4.0,5,3+,4.0,North-East,New Property,,4500.0,,0,1,0,1,0,2,112,1124.8275
flat,dlf new town heights,sector 90,1.9,5683.0,3343.3,Super Built up area 2727(253.35 sq.m.),4.0,4,3+,7.0,North-West,Relatively New,2727.0,,,0,0,0,0,0,0,88,835.825
house,independent,sector 105,0.37,8184.0,452.08,Plot area 450(41.81 sq.m.),2.0,2,1,1.0,,Moderately old,,450.0,,0,0,0,0,1,0,0,226.04
flat,ramprastha skyz,sector 37,1.1,6376.0,1725.2,Super Built up area 1725(160.26 sq.m.),3.0,3,3+,7.0,East,Undefined,1725.0,,,0,0,0,0,0,0,109,575.0666666666667
house,independent,sector 26,18.25,18250.0,10000.0,Plot area 550(51.1 sq.m.)Carpet area: 10000 sq.ft. (929.03 sq.m.),7.0,9,3+,4.0,East,Relatively New,,,10000.0,1,1,1,1,0,2,77,1428.5714285714287
flat,ambience lagoon,sector 24,4.25,13281.0,3200.1,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3.0,4,3+,3.0,North-East,Old Property,3200.0,,3156.0,0,0,0,0,0,2,143,1066.7
house,independent,sector 4,0.47,3493.0,1345.49,Built Up area: 1350 (125.42 sq.m.),3.0,4,0,3.0,,Undefined,,1350.0,,0,0,0,0,0,0,0,448.49666666666667
flat,ireo skyon,sector 60,2.82,11750.0,2400.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3,3,2.0,South-East,Relatively New,2403.0,2400.0,2200.0,0,0,0,0,0,2,174,800.0
flat,ansal heights,sector 86,1.05,5541.0,1895.0,Super Built up area 1895(176.05 sq.m.),3.0,3,3,9.0,North-East,Under Construction,1895.0,,,0,0,0,0,0,0,0,631.6666666666666
house,independent,sector 104,0.6,5114.0,1173.27,Plot area 130(108.7 sq.m.),4.0,3,1,2.0,North,Moderately old,,1170.0,,0,0,0,0,0,0,0,293.3175
flat,corona optus,sector 37,1.22,6912.0,1765.0,Super Built up area 1765(163.97 sq.m.)Built Up area: 1665 sq.ft. (154.68 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3.0,4,3,5.0,South-East,Relatively New,1765.0,1665.0,1565.0,0,0,0,0,0,0,149,588.3333333333334
house,international city by sobha phase 1,sector 109,5.7,10549.0,5403.48,Plot area 600(501.68 sq.m.),4.0,4,3+,4.0,East,Relatively New,,5400.0,,1,1,0,0,0,0,98,1350.87
flat,lotus homz,sector 111,0.36,8889.0,405.0,Carpet area: 405 (37.63 sq.m.),1.0,1,1,10.0,,Relatively New,,,405.0,0,0,0,0,0,0,44,405.0
flat,shree vardhman victoria,sector 70,1.55,7948.0,1950.2,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5,3,8.0,South,Relatively New,1950.0,,1161.0,0,0,0,0,0,0,174,650.0666666666667
house,unitech uniworld resorts,sector 33,11.0,24448.0,4499.31,Plot area 500(418.06 sq.m.),5.0,6,3,3.0,,New Property,,4500.0,,1,1,0,0,0,0,58,899.8620000000001
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,824.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2.0,2,3,0.0,North-East,Relatively New,1359.0,,824.0,0,0,0,0,0,0,49,412.0
flat,mm skycity,sector 65,2.0,15267.0,1310.0,Super Built up area 1310(121.7 sq.m.),2.0,2,2,16.0,East,New Property,1310.0,,,0,0,0,0,0,2,174,655.0
flat,shree vardhman victoria,sector 70,1.1,8461.0,1300.1,Carpet area: 1300 (120.77 sq.m.),2.0,2,2,8.0,North-East,Relatively New,,,1300.0,0,0,0,0,0,0,101,650.05
flat,signature global city,sector 37,1.1,8494.0,1295.0,Carpet area: 1295 (120.31 sq.m.),3.0,3,2,2.0,North,Undefined,,,1295.0,0,0,0,0,0,0,36,431.6666666666667
flat,dlf royalton tower,sector 43,6.5,22108.0,2940.1,Super Built up area 2940(273.13 sq.m.),4.0,5,2,8.0,West,Relatively New,2940.0,,,0,0,0,0,0,0,15,735.025
flat,umang winter hills,sector 77,0.75,5588.0,1342.2,Super Built up area 1342(124.68 sq.m.)Built Up area: 1180 sq.ft. (109.63 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,2,2,7.0,North-East,Relatively New,1342.0,1180.0,1050.0,0,0,0,0,0,2,174,671.1
house,international city by sobha phase 2,sector 109,6.44,26473.0,2432.64,Plot area 270(225.75 sq.m.),4.0,5,3+,3.0,North-East,New Property,,2430.0,,1,1,1,1,0,0,138,608.16
flat,vatika gurgaon,sector 83,1.25,7812.0,1600.1,Super Built up area 2390(222.04 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4.0,4,3,12.0,South-West,Moderately old,2390.0,,1600.0,0,0,0,0,0,0,103,400.025
flat,signature global park,sector 48,0.54,6388.0,845.3,Super Built up area 845.3(78.53 sq.m.)Carpet area: 528.3 sq.ft. (49.08 sq.m.),2.0,2,3,4.0,East,New Property,845.2890669999999,,528.3,0,0,0,0,0,0,44,422.65
flat,smart world gems,sector 89,1.01,9156.0,1103.1,Carpet area: 1103 (102.47 sq.m.),2.0,2,2,4.0,,Undefined,,,1103.0,0,0,0,0,0,0,38,551.55
flat,kiran residency,sector 56,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3,3+,5.0,North,Old Property,2000.0,1800.0,1700.0,0,0,0,0,0,0,166,666.6666666666666
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3,3,2.0,North-East,Relatively New,1650.0,,1400.0,0,0,0,0,0,2,136,550.0
flat,signature global synera,sector 81,0.48,8025.0,598.1,Super Built up area 598(55.56 sq.m.)Carpet area: 498 sq.ft. (46.27 sq.m.),2.0,2,1,14.0,,Relatively New,598.0,,498.0,0,0,0,0,0,2,14,299.05
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,915.0,Carpet area: 915 (85.01 sq.m.),2.0,2,2,0.0,,Undefined,,,915.0,0,0,0,0,0,0,49,457.5
flat,dlf regency park,sector 28,1.91,16609.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2.0,2,2,11.0,,New Property,,,1150.0,0,0,0,0,0,1,98,575.0
flat,mm skywalk,sector 74,2.2,10901.0,2018.2,Super Built up area 2018(187.48 sq.m.),3.0,3,3,12.0,,New Property,2018.0,,,0,0,0,0,0,2,15,672.7333333333333
flat,ramsons kshitij,sector 95,0.29,5178.0,560.1,Super Built up area 560(52.03 sq.m.),2.0,2,2,14.0,,Relatively New,560.0,,,0,0,0,0,0,0,50,280.05
flat,krrish florence estate,sector 70,1.65,7764.0,2125.2,Super Built up area 2125(197.42 sq.m.),3.0,4,3+,27.0,North-East,New Property,2125.0,,,0,0,0,0,0,0,81,708.4
house,kothi,sector 17,6.95,15447.0,4499.31,Plot area 500(418.06 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),4.0,4,3+,2.0,,Old Property,,3500.0,,1,1,1,1,0,0,33,1124.8275
flat,signature global the millennia,sector 37,0.55,9167.0,600.0,Super Built up area 600(55.74 sq.m.),2.0,2,3,3.0,,New Property,600.0,,,0,0,0,0,0,0,53,300.0
flat,ild greens,sector 37,1.0,4723.0,2117.3,Super Built up area 1800(167.23 sq.m.),3.0,3,3,3.0,,Under Construction,1800.0,,,0,0,0,0,0,0,51,705.7666666666668
flat,imperia the esfera,sector 37,0.99,5454.0,1815.2,Super Built up area 1815(168.62 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1270 sq.ft. (117.99 sq.m.),3.0,5,3+,5.0,North-West,Relatively New,1815.0,1400.0,1270.0,0,0,0,0,0,0,49,605.0666666666667
flat,sare crescent parc,sector 92,0.65,4596.0,1414.3,Carpet area: 1414 (131.36 sq.m.),3.0,3,3,3.0,,Moderately old,,,1414.0,0,0,0,0,0,0,44,471.43333333333334
flat,spaze privy at,sector 84,1.2,7453.0,1610.1,Super Built up area 1610(149.57 sq.m.),2.0,2,3,3.0,,Relatively New,1610.0,,,0,0,0,0,0,2,133,805.05
flat,pareena coban residences,sector 99,1.56,7811.0,1997.2,Super Built up area 1997(185.53 sq.m.),3.0,5,3,4.0,North-East,New Property,1997.0,,,0,0,0,0,0,0,49,665.7333333333333
flat,sare green parc,sector 92,0.75,4820.0,1556.0,Built Up area: 1556 (144.56 sq.m.)Carpet area: 1261 sq.ft. (117.15 sq.m.),3.0,2,2,16.0,,Undefined,,1556.0,1261.0,0,0,0,0,0,0,0,518.6666666666666
flat,sahara grace,sector 28,5.5,14612.0,3764.0,Super Built up area 3764(349.69 sq.m.),4.0,5,3+,5.0,East,Moderately old,3764.0,,,0,0,0,0,0,2,8,941.0
flat,signature global park,sector 48,0.67,5537.0,1210.0,Super Built up area 1210(112.41 sq.m.),2.0,2,3,4.0,North-East,Relatively New,1210.0,,,0,0,0,0,0,0,127,605.0
house,independent,sector 28,12.0,42229.0,2841.67,Plot area 316(264.22 sq.m.),4.0,5,3+,4.0,East,Relatively New,,2844.0,,0,1,1,1,0,2,60,710.4175
flat,pioneer urban presidia,sector 62,7.15,16486.0,4337.0,Super Built up area 4337(402.92 sq.m.),4.0,5,3+,7.0,East,Relatively New,4337.0,,,0,0,0,0,0,2,158,1084.25
house,independent,sector 3,0.85,8491.0,1001.04,Built Up area: 1000 (92.9 sq.m.),1.0,1,0,1.0,,Undefined,,1000.0,,0,0,0,0,0,0,0,1001.04
