property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servent room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,sare homes,sector 92,0.8,5252.0,1523.2,Carpet area: 1523 (141.49 sq.m.),3.0,3,3,7.0,North-West,Relatively New,,,1523.0,0,0,0,0,0,2,80,507.73333333333335
house,palam vihar extension west zone rwa,sector 2,0.4,4424.0,904.17,Plot area 900(83.61 sq.m.),3.0,4,2,2.0,West,Moderately old,,900.0,,0,0,0,0,0,0,36,301.39
flat,antriksh heights,sector 84,0.79,4579.0,1725.3,Super Built up area 1725(160.26 sq.m.),3.0,3,3+,8.0,West,New Property,1725.0,,,0,0,0,0,0,0,24,575.1
flat,signature global solera,sector 107,0.37,6751.0,548.1,Super Built up area 548(50.91 sq.m.),2.0,2,1,10.0,South,Relatively New,548.0,,,0,0,0,0,0,0,73,274.05
flat,dlf the ultima,sector 81,2.25,10755.0,2092.0,Super Built up area 2092(194.35 sq.m.)Built Up area: 2090 sq.ft. (194.17 sq.m.)Carpet area: 2087 sq.ft. (193.89 sq.m.),3.0,4,3+,11.0,West,Relatively New,2092.0,2090.0,2087.0,0,0,0,0,0,1,174,697.3333333333334
flat,vatika gurgaon,sector 83,1.25,6313.0,1980.0,Super Built up area 1980(183.95 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3,2,12.0,North,Moderately old,1980.0,1700.0,1400.0,0,0,0,0,0,0,95,660.0
flat,pyramid pride,sector 76,0.5,6578.0,760.1,Carpet area: 760 (70.61 sq.m.),2.0,2,1,8.0,North,Under Construction,,,760.0,0,0,0,0,0,0,76,380.05
house,independent,sector 24,2.6,24155.0,1076.39,Plot area 120(100.34 sq.m.),4.0,4,3+,4.0,,Relatively New,,1080.0,,1,0,1,1,0,1,0,269.0975
house,shree krishna homes,sector 104,0.48,6038.0,795.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2.0,2,1,1.0,North-East,New Property,,795.0,720.0,1,0,0,1,1,0,44,397.5
flat,zara aavaas,sector 104,0.2,6645.0,301.0,Carpet area: 301 (27.96 sq.m.),1.0,2,2,3.0,,New Property,,,301.0,0,0,0,0,0,0,67,301.0
flat,umang monsoon breeze,sector 78,0.7,5719.0,1224.0,Built Up area: 1224 (113.71 sq.m.),2.0,2,2,5.0,,Undefined,,1224.0,,0,0,0,0,0,0,0,612.0
house,sector 14 rwa,sector 14,6.5,26029.0,2497.22,Plot area 2500(232.26 sq.m.),5.0,5,0,4.0,,Moderately old,,2500.0,,0,0,0,0,0,0,0,499.44399999999996
flat,ss the leaf,sector 85,1.31,7987.0,1640.2,Carpet area: 1640 (152.36 sq.m.),2.0,2,2,5.0,West,Relatively New,,,1640.0,0,0,0,0,0,0,89,820.1
flat,la vida by tata housing,sector 113,2.33,11106.0,2098.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2098 sq.ft. (194.91 sq.m.)Carpet area: 1859 sq.ft. (172.71 sq.m.),3.0,3,3,3.0,North,New Property,2217.0,2098.0,1859.0,0,0,0,0,0,0,174,699.3333333333334
flat,ats triumph,sector 104,2.6,8813.0,2950.2,Super Built up area 3150(292.64 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4.0,4,3+,16.0,East,Relatively New,3150.0,,2950.0,0,0,0,0,0,2,150,737.55
flat,bestech park view residency,sector 2,1.5,7825.0,1916.9,Super Built up area 1920(178.37 sq.m.),3.0,4,3+,10.0,North-East,Moderately old,1920.0,,,0,0,0,0,0,0,93,638.9666666666667
flat,ireo victory valley,sector 67,4.55,14536.0,3130.2,Super Built up area 3130(290.79 sq.m.),4.0,4,3+,19.0,South,Relatively New,3130.0,,,0,0,0,0,0,2,156,782.55
flat,puri emerald bay,sector 104,1.32,8516.0,1550.0,Super Built up area 1550(144 sq.m.),2.0,2,2,10.0,North-East,Relatively New,1550.0,,,0,0,0,0,0,0,128,775.0
flat,hcbs sports ville,sector 48,0.32,6165.0,519.1,Carpet area: 519 (48.22 sq.m.),2.0,2,2,2.0,,New Property,,,519.0,0,0,0,0,0,0,37,259.55
flat,shapoorji pallonji joyville,sector 102,1.1,12022.0,915.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2,1,7.0,,Undefined,,915.0,700.0,0,0,0,0,0,0,0,457.5
flat,mm woodshire,sector 107,0.88,6442.0,1366.0,Super Built up area 1366(126.91 sq.m.),2.0,2,3+,3.0,East,Relatively New,1366.0,,,0,0,0,0,0,0,99,683.0
house,bptp visionnaire,sector 70,5.35,8923.0,5995.49,Built Up area: 6000 (557.42 sq.m.),4.0,4,3+,3.0,North,Relatively New,,6000.0,,1,1,1,1,0,2,160,1498.8725
flat,mm woodshire,sector 107,1.4,5929.0,2361.3,Super Built up area 2361(219.34 sq.m.),3.0,4,0,1.0,East,New Property,2361.0,,,0,0,0,0,0,0,67,787.1
flat,vatika gurgaon,sector 83,0.84,6746.0,1245.2,Super Built up area 1245(115.66 sq.m.),2.0,2,2,7.0,East,Moderately old,1245.0,,,0,0,0,0,0,2,157,622.6
flat,vatika xpressions,sector 88,0.92,7360.0,1250.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2,2,3.0,North,Relatively New,1350.0,1300.0,1250.0,0,0,0,0,0,0,174,625.0
house,dlf city plots phase 2,sector 25,6.3,35047.0,1797.57,Plot area 200(167.23 sq.m.),4.0,4,3+,2.0,East,Old Property,,1800.0,,0,1,1,0,0,0,89,449.3925
flat,ramsons kshitij,sector 95,0.4,5839.0,685.0,Carpet area: 685 (63.64 sq.m.),3.0,2,2,6.0,,Undefined,,,685.0,0,0,0,0,0,0,0,228.33333333333334
flat,dlf regency park,sector 28,1.35,11991.0,1125.8,Built Up area: 1109 (103.03 sq.m.),2.0,2,2,1.0,,Moderately old,,1109.0,,0,0,0,0,0,0,0,562.9
flat,tulsiani easy in homes,sector 48,0.4,7921.0,505.0,Carpet area: 505 (46.92 sq.m.),2.0,2,3,9.0,,Under Construction,,,505.0,0,0,0,0,0,0,36,252.5
flat,ss the leaf,sector 85,1.05,6402.0,1640.1,Super Built up area 1640(152.36 sq.m.),2.0,2,3,11.0,North-East,Relatively New,1640.0,,,0,0,0,0,0,0,44,820.05
house,sector 14 rwa,sector 14,6.5,20610.0,3153.82,Plot area 350(292.64 sq.m.),4.0,4,3+,2.0,,Moderately old,,3150.0,,0,0,0,0,0,0,0,788.455
house,independent,sector 4,0.8,11797.0,678.13,Plot area 75(62.71 sq.m.),2.0,3,1,2.0,,Moderately old,,675.0,,0,0,0,0,0,0,0,339.065
flat,parsvnath green ville,sector 48,1.75,7201.0,2430.2,Super Built up area 2430(225.75 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3,3,7.0,South,Old Property,2430.0,2200.0,1800.0,0,0,0,0,0,2,109,810.0666666666666
flat,greenopolis,sector 89,0.9,4700.0,1914.9,Built Up area: 1910 (177.44 sq.m.),3.0,3,0,14.0,,Under Construction,,1910.0,,0,0,0,0,0,0,67,638.3000000000001
house,independent,sector 105,1.2,10135.0,1184.03,Plot area 1185.51(110.14 sq.m.),3.0,2,1,2.0,North-West,Old Property,,1185.51,,0,0,0,0,0,0,9,394.6766666666667
flat,bestech park view city,sector 48,2.7,11713.0,2305.1,Super Built up area 2305(214.14 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3,3+,7.0,North-East,Relatively New,2305.0,2000.0,1700.0,0,0,0,0,0,2,174,768.3666666666667
flat,samaspurkunj,sector 37,0.55,5238.0,1050.0,Carpet area: 1050 (97.55 sq.m.),2.0,2,0,5.0,,Relatively New,,,1050.0,0,0,0,0,0,0,36,525.0
flat,vatika city,sector 49,3.6,11920.0,3020.1,Carpet area: 3020 (280.57 sq.m.),4.0,5,3,7.0,,Moderately old,,,3020.0,0,0,0,0,0,1,15,755.025
house,independent,sector 5,0.7,7742.0,904.17,Plot area 101(84.45 sq.m.),2.0,2,0,1.0,North-East,Moderately old,,909.0,,0,0,0,0,0,2,46,452.085
flat,shree vardhman victoria,sector 70,1.25,9259.0,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2,3,3.0,East,Relatively New,1350.0,,,0,0,0,0,0,0,43,675.0
house,ansal heights,sector 92,2.75,5500.0,5000.0,Plot area 312(260.87 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.),4.0,4,3+,3.0,,Relatively New,,5000.0,,1,0,0,1,0,0,0,1250.0
flat,shree vardhman mantra,sector 67,0.56,7000.0,800.0,Carpet area: 800 (74.32 sq.m.),2.0,2,1,8.0,,New Property,,,800.0,0,0,0,0,0,0,65,400.0
flat,godrej aria,sector 79,1.95,8519.0,2289.0,Super Built up area 2289(212.66 sq.m.)Carpet area: 1121 sq.ft. (104.14 sq.m.),3.0,4,3+,10.0,,New Property,2289.0,,1121.0,0,0,0,0,0,0,32,763.0
flat,godrej oasis,sector 88,1.4,7567.0,1850.1,Super Built up area 1850(171.87 sq.m.),3.0,3,3+,4.0,East,Relatively New,1850.0,,,0,0,0,0,0,2,38,616.6999999999999
house,vipul tatvam villa,sector 48,6.4,24671.0,2594.1,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3.0,4,3,2.0,North,Relatively New,,240.0,200.0,1,1,1,0,0,2,148,864.6999999999999
house,independent,sector 26,4.5,33445.0,1345.49,Plot area 150(125.42 sq.m.),5.0,5,3+,2.0,,Old Property,,1350.0,,0,0,0,0,0,0,7,269.098
house,independent,sector 1,1.85,16063.0,1151.74,Carpet area: 1156 (107.4 sq.m.),4.0,3,2,3.0,,Undefined,,,1156.0,0,0,0,0,0,0,0,287.935
flat,mapsko mount ville,sector 79,1.3,8724.0,1490.1,Super Built up area 1490(138.43 sq.m.)Built Up area: 1176 sq.ft. (109.25 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3,3,19.0,East,Relatively New,1490.0,1176.0,863.91,0,0,0,0,0,2,102,496.7
flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,1145.0,Super Built up area 1145(106.37 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.),2.0,2,2,15.0,,Old Property,1145.0,1100.0,,0,0,0,0,0,2,42,572.5
flat,kiran residency,sector 56,1.5,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3,3+,4.0,North,Relatively New,2000.0,1900.0,1800.0,0,0,0,0,0,2,126,666.6666666666666
flat,pareena coban residences,sector 99,1.35,6761.0,1996.8,Super Built up area 1997(185.53 sq.m.),3.0,5,3,6.0,,New Property,1997.0,,,0,0,0,0,0,0,60,665.6
flat,emaar mgf emerald floors premier,sector 65,2.24,13575.0,1650.1,Carpet area: 1650 (153.29 sq.m.),3.0,3,3,2.0,North-West,Relatively New,,,1650.0,0,0,0,0,0,0,46,550.0333333333333
flat,espire south,sector 68,1.32,9050.0,1458.6,Built Up area: 1460 (135.64 sq.m.),2.0,2,2,9.0,,New Property,,1460.0,,0,0,0,0,0,0,0,729.3
flat,new sathi apartments,sector 54,1.59,7066.0,2250.2,Built Up area: 2250 (209.03 sq.m.),3.0,3,3+,3.0,North,Moderately old,,2250.0,,0,0,0,0,0,2,127,750.0666666666666
flat,ambience creacions,sector 22,6.16,20533.0,3000.0,Carpet area: 3000 (278.71 sq.m.),4.0,5,3+,10.0,South-East,New Property,,,3000.0,0,0,0,0,0,2,49,750.0
flat,ramsons kshitij,sector 95,0.19,591.0,3214.9,Carpet area: 3212 (298.4 sq.m.),1.0,1,1,14.0,East,Relatively New,,,3212.0,0,0,0,0,0,0,49,3214.9
flat,paras dews,sector 106,1.34,8730.0,1535.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4.0,5,3+,7.0,South-East,Relatively New,2355.0,1535.0,1403.0,0,0,0,0,0,0,49,383.75
flat,ats tourmaline,sector 109,1.45,6744.0,2150.1,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),3.0,4,3+,4.0,North-West,Relatively New,2150.0,1797.0,1660.0,0,0,0,0,0,0,71,716.6999999999999
house,emaar emerald hills,sector 65,12.5,34769.0,3595.14,Plot area 400(334.45 sq.m.),4.0,4,3+,2.0,East,Relatively New,,3600.0,,1,1,0,0,0,0,56,898.785
flat,signature global solera,sector 107,0.49,8221.0,596.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.),2.0,2,1,8.0,South-West,Relatively New,602.0,598.0,,0,0,0,0,0,1,49,298.0
flat,signature global solera,sector 107,0.38,6333.0,600.0,Super Built up area 650(60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,2,3.0,East,Relatively New,650.0,,600.0,0,0,0,0,0,1,23,300.0
flat,aipl zen residences,sector 70,1.82,10996.0,1655.2,Super Built up area 1655(153.75 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3,3,12.0,South,Relatively New,1655.0,1600.0,1550.0,0,0,0,0,0,0,108,551.7333333333333
house,ansal sushant lok plots,sector 43,11.5,12778.0,9000.0,Plot area 3762(349.5 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6500 sq.ft. (603.87 sq.m.),7.0,8,3+,3.0,,Old Property,,9000.0,6500.0,0,1,1,1,0,2,31,1285.7142857142858
flat,breez global heights,sector 48,0.28,7143.0,392.0,Carpet area: 399 (37.07 sq.m.),1.0,1,1,4.0,,New Property,,,399.0,0,0,0,0,0,1,26,392.0
house,eldeco mansionz,sector 48,6.4,19494.0,3282.99,Plot area 365(305.19 sq.m.)Built Up area: 366 sq.yards (306.02 sq.m.),4.0,4,3,3.0,West,Moderately old,,366.0,,0,1,1,0,0,2,151,820.7475
house,independent,sector 3,0.75,15484.0,484.38,Plot area 54(5.02 sq.m.),2.0,1,0,1.0,,Old Property,,54.0,,0,0,0,0,0,0,0,242.19
flat,godrej summit,sector 104,1.3,7893.0,1647.0,Super Built up area 1647(153.01 sq.m.),3.0,3,3,8.0,,New Property,1647.0,,,0,0,0,0,0,0,103,549.0
flat,bestech park view residency,sector 2,0.98,6961.0,1407.8,Super Built up area 1415(131.46 sq.m.),2.0,2,3,0.0,East,Moderately old,1415.0,,,0,0,0,0,0,0,85,703.9
flat,mm heights,sector 65,1.99,15794.0,1260.0,Super Built up area 1260(117.06 sq.m.),2.0,2,2,26.0,,Undefined,1260.0,,,0,0,0,0,0,0,0,630.0
flat,paras dews,sector 106,1.2,10480.0,1145.0,Super Built up area 1665(154.68 sq.m.)Built Up area: 1145 sq.ft. (106.37 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),3.0,3,3,12.0,North-West,Relatively New,1665.0,1145.0,1034.0,0,0,0,0,0,0,158,381.6666666666667
flat,godrej habitat,sector 3,1.35,12784.0,1056.0,Built Up area: 1056 (98.11 sq.m.)Carpet area: 912 sq.ft. (84.73 sq.m.),2.0,2,0,4.0,North-East,Undefined,,1056.0,912.0,0,0,0,0,0,0,60,528.0
flat,unitech sunbreeze,sector 69,0.74,5500.0,1345.4,Super Built up area 1337(124.21 sq.m.),3.0,3,1,10.0,,Under Construction,1337.0,,,0,0,0,0,0,0,60,448.4666666666667
house,independent,sector 57,3.5,21534.0,1625.35,Plot area 180(150.5 sq.m.),4.0,4,3+,3.0,South,Old Property,,1620.0,,0,0,1,0,0,2,67,406.3375
flat,tulip violet,sector 69,1.19,8814.0,1350.1,Carpet area: 1350 (125.42 sq.m.),2.0,3,1,0.0,West,Relatively New,,,1350.0,0,0,0,0,0,0,174,675.05
flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3.0,3,3+,5.0,East,Relatively New,1750.0,1466.0,,0,0,0,0,0,0,44,583.3333333333334
flat,ashiana mulberry,sector 48,1.05,5412.0,1940.1,Super Built up area 1940(180.23 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2.0,2,3,1.0,North,New Property,1940.0,1175.97,834.96,0,0,0,0,0,0,49,970.05
flat,the lions cghs,sector 56,2.05,7884.0,2600.2,Super Built up area 2600(241.55 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4,3+,6.0,South,Relatively New,2600.0,2500.0,2400.0,0,0,0,0,0,2,101,650.05
flat,antriksh heights,sector 84,0.89,4370.0,2036.6,Super Built up area 2025(188.13 sq.m.),3.0,3,3,8.0,North,Relatively New,2025.0,,,0,0,0,0,0,0,67,678.8666666666667
flat,signature global solera,sector 107,0.5,7692.0,650.0,Super Built up area 546(50.73 sq.m.),2.0,2,1,11.0,,Relatively New,546.0,,,0,0,0,0,0,0,55,325.0
flat,raheja navodaya,sector 92,0.85,5407.0,1572.0,Super Built up area 1572(146.04 sq.m.),3.0,3,0,0.0,East,Relatively New,1572.0,,,0,0,0,0,0,0,88,524.0
flat,mm the tree of life,sector 111,2.35,14551.0,1615.0,Built Up area: 1615 (150.04 sq.m.),3.0,3,3+,5.0,,Undefined,,1615.0,,0,0,0,0,0,0,0,538.3333333333334
flat,sare green parc phase,sector 92,0.95,4856.0,1956.3,Super Built up area 1956(181.72 sq.m.),4.0,3,3,4.0,North,Moderately old,1956.0,,,0,0,0,0,0,0,67,489.075
house,independent,sector 2,5.7,23431.0,2432.64,Plot area 270(225.75 sq.m.),9.0,9,3+,3.0,North-East,Moderately old,,2430.0,,0,0,0,1,0,2,0,270.2933333333333
flat,emaar gurgaon greens,sector 102,1.45,8787.0,1650.2,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3,3,8.0,North-East,Relatively New,1650.0,1300.0,1100.0,0,0,0,0,0,0,49,550.0666666666667
flat,bestech spa signature,sector 81,4.45,10595.0,4200.1,Super Built up area 4200(390.19 sq.m.)Built Up area: 3850 sq.ft. (357.68 sq.m.)Carpet area: 3600 sq.ft. (334.45 sq.m.),4.0,4,3+,8.0,South-West,Relatively New,4200.0,3850.0,3600.0,0,0,0,0,0,2,49,1050.025
flat,sushant lok builder floors,sector 43,2.5,12920.0,1935.0,Super Built up area 215(179.77 sq.m.),3.0,3,2,2.0,,New Property,215.0,,,0,0,0,0,0,0,0,645.0
flat,emaar gurgaon greens,sector 102,1.4,13691.0,1022.6,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3,3,7.0,East,Relatively New,1650.0,,1022.58,0,0,0,0,0,0,67,340.8666666666667
house,suncity township,sector 54,25.0,27782.0,8998.62,Plot area 1000(836.13 sq.m.),4.0,4,3+,2.0,North,Moderately old,,9000.0,,1,1,1,1,0,0,0,2249.655
flat,pareena coban residences,sector 99,1.02,7133.0,1430.0,Super Built up area 1550(144 sq.m.)Built Up area: 1430 sq.ft. (132.85 sq.m.)Carpet area: 1160 sq.ft. (107.77 sq.m.),2.0,2,3,3.0,North,Relatively New,1550.0,1430.0,1160.0,0,0,0,0,0,0,174,715.0
flat,bptp terra,sector 37,1.6,7302.0,2191.2,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,3,3+,7.0,North,Relatively New,2191.0,2000.0,1800.0,0,0,0,0,0,2,139,547.8
flat,experion the heartsong,sector 108,1.55,7738.0,2003.1,Super Built up area 2003(186.08 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3,3+,7.0,North-East,Relatively New,2003.0,1750.0,1550.0,0,0,0,0,0,2,174,667.6999999999999
flat,sare petioles,sector 92,1.25,6097.0,2050.2,Carpet area: 2050 (190.45 sq.m.),3.0,3,3,18.0,,Undefined,,,2050.0,0,0,0,0,0,0,44,683.4
house,independent,sector 43,14.0,39897.0,3509.03,Plot area 390(326.09 sq.m.),9.0,9,3+,4.0,North,Moderately old,,3510.0,,0,1,0,0,0,0,7,389.89222222222224
flat,dlf the skycourt,sector 86,1.72,8916.0,1929.1,Super Built up area 1929(179.21 sq.m.),3.0,3,1,8.0,North,Relatively New,1929.0,,,0,0,0,0,0,2,49,643.0333333333333
flat,pioneer park,sector 61,2.1,11666.0,1800.1,Super Built up area 1800(167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3,3,15.0,South-East,Relatively New,1800.0,,1400.0,0,0,0,0,0,2,49,600.0333333333333
house,independent,sector 5,3.5,14780.0,2368.06,Plot area 263(219.9 sq.m.),5.0,4,2,2.0,North,Old Property,,2367.0,,0,0,0,1,1,0,36,473.61199999999997
flat,mm heights,sector 65,3.0,18000.0,1666.7,Super Built up area 1828(169.83 sq.m.),3.0,3,3,20.0,South-East,Under Construction,1828.0,,,0,0,0,0,0,0,60,555.5666666666667
flat,central park flower valley,sector 33,2.3,12777.0,1800.1,Carpet area: 1800 (167.23 sq.m.),4.0,4,3+,5.0,North-East,New Property,,,1800.0,0,0,0,0,0,0,42,450.025
flat,meditech apartment,sector 56,2.45,8166.0,3000.2,Super Built up area 3000(278.71 sq.m.)Built Up area: 2900 sq.ft. (269.42 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4.0,4,3+,1.0,West,Relatively New,3000.0,2900.0,2800.0,0,0,0,0,0,2,118,750.05
flat,eldeco accolade,sector 48,0.78,6170.0,1264.2,Super Built up area 1264(117.43 sq.m.),2.0,2,2,3.0,,Relatively New,1264.0,,,0,0,0,0,0,0,72,632.1
flat,housing board colony,sector 51,0.3,4630.0,648.0,Carpet area: 72 (6.69 sq.m.),1.0,1,0,0.0,,Moderately old,,,72.0,0,0,0,0,0,0,15,648.0
flat,mm heights,sector 65,2.86,14000.0,2042.9,Carpet area: 2040 (189.52 sq.m.),3.0,3,3,45.0,East,Undefined,,,2040.0,0,0,0,0,0,0,0,680.9666666666667
house,independent,sector 7,1.75,11136.0,1571.53,Plot area 1575(146.32 sq.m.),4.0,2,2,2.0,,Old Property,,1575.0,,0,0,0,0,1,0,31,392.8825
flat,unitech the palms,sector 41,2.75,16768.0,1640.0,Super Built up area 1640(152.36 sq.m.),3.0,3,2,14.0,,Old Property,1640.0,,,0,0,0,0,0,1,79,546.6666666666666
flat,mapsko mount ville,sector 79,1.85,9641.0,1918.9,Super Built up area 1815(168.62 sq.m.),3.0,4,3,21.0,,New Property,1815.0,,,0,0,0,0,0,0,49,639.6333333333333
flat,indiabulls enigma,sector 110,3.7,10882.0,3400.1,Super Built up area 3400(315.87 sq.m.),4.0,5,3,7.0,South-West,Relatively New,3400.0,,,0,0,0,0,0,0,156,850.025
house,uppal southend,sector 49,4.4,15253.0,2884.73,Plot area 320(267.56 sq.m.),6.0,6,3,3.0,North,Moderately old,,2880.0,,1,1,1,1,0,1,110,480.78833333333336
flat,signature global orchard avenue,sector 93,0.85,14238.0,597.0,Built Up area: 597 (55.46 sq.m.),2.0,2,0,10.0,,Undefined,,597.0,,0,0,0,0,0,0,0,298.5
flat,indiabulls enigma,sector 110,3.4,10000.0,3400.0,Super Built up area 3400(315.87 sq.m.),4.0,5,3,3.0,East,Relatively New,3400.0,,,0,0,0,0,0,0,90,850.0
flat,orris aster court,sector 85,0.67,5825.0,1150.2,Super Built up area 1375(127.74 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2.0,2,2,5.0,North-West,Relatively New,1375.0,1250.0,1150.0,0,0,0,0,0,2,174,575.1
house,emaar mgf marbella,sector 66,12.0,38049.0,3153.82,Plot area 350(292.64 sq.m.),5.0,6,3+,4.0,North-East,New Property,,3150.0,,0,1,0,1,0,0,38,630.764
house,dlf south city 1,sector 41,2.65,12248.0,2163.54,Plot area 2160(200.67 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3,3,4.0,North-East,New Property,,1800.0,1400.0,0,1,0,0,0,2,22,721.18
flat,vatika xpressions,sector 88,1.1,8148.0,1350.0,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,4,3+,2.0,North-East,Under Construction,,1350.0,1050.0,0,0,0,0,0,0,58,675.0
flat,puri diplomatic greens,sector 111,5.25,11666.0,4500.3,Super Built up area 4500(418.06 sq.m.),4.0,6,3+,7.0,East,Relatively New,4500.0,,,0,0,0,0,0,2,134,1125.075
flat,ansal housing highland park,sector 103,1.25,6443.0,1940.1,Super Built up area 1940(180.23 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3.0,3,3+,2.0,North-East,New Property,1940.0,,1056.0,0,0,0,0,0,0,105,646.6999999999999
house,ansals florence villa,sector 57,6.0,22208.0,2701.74,Plot area 300(250.84 sq.m.),4.0,5,2,2.0,,Old Property,,2700.0,,0,1,0,1,0,2,20,675.435
house,independent,sector 4,0.61,10495.0,581.22,Plot area 61(5.67 sq.m.),2.0,2,2,2.0,South-East,Moderately old,,61.0,,0,0,0,0,1,0,14,290.61
flat,dlf new town heights,sector 90,1.88,6894.0,2727.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2726 sq.ft. (253.25 sq.m.)Carpet area: 2725 sq.ft. (253.16 sq.m.),4.0,4,3+,20.0,South,Relatively New,2727.0,2726.0,2725.0,0,0,0,0,0,0,145,681.75
flat,mm skywalk,sector 74,1.52,12160.0,1250.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),2.0,2,3,6.0,South-East,Relatively New,1400.0,1250.0,1139.2,0,0,0,0,0,0,174,625.0
flat,suncity vatsal valley,sector 59,1.53,10699.0,1430.0,Carpet area: 1430 (132.85 sq.m.),3.0,3,3,2.0,North-East,New Property,,,1430.0,0,0,0,0,0,2,117,476.6666666666667
house,independent,sector 26,18.0,39816.0,4520.84,Plot area 502(419.74 sq.m.),5.0,4,3+,4.0,North,Moderately old,,4518.0,,1,1,1,1,0,2,113,904.168
flat,la vida by tata housing,sector 113,1.65,10449.0,1579.1,Super Built up area 1579(146.69 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1220 sq.ft. (113.34 sq.m.),3.0,2,2,3.0,North-East,Relatively New,1579.0,1420.0,1220.0,0,0,0,0,0,0,49,526.3666666666667
flat,dlf the ultima,sector 81,2.5,11726.0,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3,2,20.0,West,Relatively New,2132.0,1700.0,1350.0,0,0,0,0,0,1,174,710.6666666666666
