property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servent room,store room,furnishing_type,luxury_category,floor_category
house,sector 13,0.62,6.0,6,0,Old Property,192.0,0,0,0,Low,Mid Floor
flat,sector 37,1.25,3.0,3,3,Relatively New,1350.0,0,0,0,Low,Mid Floor
house,sector 25,9.5,9.0,9,3+,Old Property,2844.0,0,0,0,Medium,Mid Floor
flat,sector 69,1.4,3.0,3,2,Relatively New,1503.0,0,0,0,Medium,Low Floor
flat,sector 77,1.05,3.0,3,3,Relatively New,1600.0,0,0,0,Low,Mid Floor
flat,sector 99,0.59,2.0,2,3,New Property,1193.0,0,0,0,Medium,Low Floor
flat,sector 43,6.0,4.0,5,3,Old Property,3806.0,0,0,0,Low,Low Floor
house,sector 28,2.58,4.0,2,2,Relatively New,1444.0,0,0,0,Low,Low Floor
flat,sector 36,0.85,3.0,2,3,New Property,833.0,0,0,0,Low,Low Floor
flat,sector 109,2.2,3.0,4,3,Relatively New,1860.0,0,0,0,High,High Floor
flat,sector 37,1.2,3.0,4,3,Relatively New,1635.0,0,0,0,Medium,Mid Floor
flat,sector 59,4.02,3.0,3,1,Under Construction,2550.0,0,0,0,Low,Mid Floor
house,sector 50,3.99,4.0,5,3+,New Property,4500.0,1,0,2,Medium,Mid Floor
flat,sector 90,1.9,4.0,4,3+,Relatively New,2597.0,0,0,0,Medium,Mid Floor
house,sector 105,0.37,2.0,2,1,Moderately old,450.0,0,0,0,Low,Low Floor
flat,sector 37,1.1,3.0,3,3+,Relatively New,1643.0,0,0,0,Medium,Mid Floor
house,sector 26,18.25,7.0,9,3+,Relatively New,11111.0,1,1,2,Medium,Mid Floor
flat,sector 24,4.25,3.0,4,3+,Old Property,3277.0,0,0,2,Medium,Mid Floor
house,sector 4,0.47,3.0,4,0,Moderately old,1350.0,0,0,0,Low,Mid Floor
flat,sector 60,2.82,3.0,3,3,Relatively New,2400.0,0,0,2,High,Low Floor
flat,sector 86,1.05,3.0,3,3,Under Construction,1805.0,0,0,0,Low,Mid Floor
house,sector 104,0.6,4.0,3,1,Moderately old,1170.0,0,0,0,Low,Low Floor
flat,sector 37,1.22,3.0,4,3,Relatively New,1665.0,0,0,0,Medium,Mid Floor
house,sector 109,5.7,4.0,4,3+,Relatively New,5400.0,1,0,0,Medium,Mid Floor
flat,sector 111,0.36,1.0,1,1,Relatively New,450.0,0,0,0,Low,Mid Floor
flat,sector 70,1.55,3.0,5,3,Relatively New,1574.0,0,0,0,High,Mid Floor
house,sector 33,11.0,5.0,6,3,New Property,4500.0,1,0,0,Medium,Mid Floor
flat,sector 102,1.2,2.0,2,3,Relatively New,1105.0,0,0,0,Low,Low Floor
flat,sector 65,2.0,2.0,2,2,New Property,1248.0,0,0,2,High,High Floor
flat,sector 70,1.1,2.0,2,2,Relatively New,1444.0,0,0,0,Medium,Mid Floor
flat,sector 37,1.1,3.0,3,2,Relatively New,1439.0,0,0,0,Low,Low Floor
flat,sector 43,6.5,4.0,5,2,Relatively New,2800.0,0,0,0,Low,Mid Floor
flat,sector 77,0.75,2.0,2,2,Relatively New,1180.0,0,0,2,High,Mid Floor
house,sector 109,6.44,4.0,5,3+,New Property,2430.0,1,1,0,Medium,Mid Floor
flat,sector 83,1.25,4.0,4,3,Moderately old,2027.0,0,0,0,Medium,High Floor
flat,sector 48,0.54,2.0,2,3,New Property,696.0,0,0,0,Low,Mid Floor
flat,sector 89,1.01,2.0,2,2,New Property,1226.0,0,0,0,Low,Mid Floor
flat,sector 56,1.55,3.0,3,3+,Old Property,1800.0,0,0,0,High,Mid Floor
flat,sector 65,2.36,3.0,3,3,Relatively New,1563.0,0,0,2,Medium,Low Floor
flat,sector 81,0.48,2.0,2,1,Relatively New,561.0,0,0,2,Low,High Floor
flat,sector 102,1.05,2.0,2,2,Relatively New,1017.0,0,0,0,Low,Low Floor
flat,sector 28,1.91,2.0,2,2,New Property,1278.0,0,0,1,Medium,High Floor
flat,sector 74,2.2,3.0,3,3,New Property,1922.0,0,0,2,Low,High Floor
flat,sector 95,0.29,2.0,2,2,Relatively New,533.0,0,0,0,Medium,High Floor
flat,sector 70,1.65,3.0,4,3+,New Property,2024.0,0,0,0,Medium,High Floor
house,sector 17,6.95,4.0,4,3+,Old Property,3500.0,1,1,0,Low,Low Floor
flat,sector 37,0.55,2.0,2,3,New Property,571.0,0,0,0,Medium,Mid Floor
flat,sector 37,1.0,3.0,3,3,Under Construction,1714.0,0,0,0,Medium,Mid Floor
flat,sector 37,0.99,3.0,5,3+,Relatively New,1400.0,0,0,0,Low,Mid Floor
flat,sector 92,0.65,3.0,3,3,Moderately old,1571.0,0,0,0,Low,Mid Floor
flat,sector 84,1.2,2.0,2,3,Relatively New,1533.0,0,0,2,Medium,Mid Floor
flat,sector 99,1.56,3.0,5,3,New Property,1902.0,0,0,0,Low,Mid Floor
flat,sector 92,0.75,3.0,2,2,Relatively New,1556.0,0,0,0,Low,High Floor
flat,sector 28,5.5,4.0,5,3+,Moderately old,3585.0,0,0,2,Low,Mid Floor
flat,sector 48,0.67,2.0,2,3,Relatively New,1152.0,0,0,0,Medium,Mid Floor
house,sector 28,12.0,4.0,5,3+,Relatively New,2844.0,1,1,2,Medium,Mid Floor
flat,sector 62,7.15,4.0,5,3+,Relatively New,4130.0,0,0,2,High,Mid Floor
house,sector 3,0.85,1.0,1,0,Relatively New,1000.0,0,0,0,Low,Low Floor
flat,sector 68,1.8,3.0,3,3+,Relatively New,1845.0,0,0,2,Medium,High Floor
house,sector 47,5.25,9.0,9,3+,Relatively New,4650.0,1,0,2,Medium,Mid Floor
flat,sector 104,1.2,2.0,2,2,Relatively New,903.0,0,0,0,Low,High Floor
flat,sector 103,1.9,3.0,4,3+,Relatively New,3716.0,0,0,2,Low,Mid Floor
flat,sector 56,1.59,4.0,3,3+,Old Property,1900.0,0,0,2,Low,Mid Floor
flat,sector 56,1.74,3.0,3,3+,Old Property,2400.0,0,0,2,Medium,Low Floor
flat,sector 106,0.88,2.0,2,3+,Relatively New,940.0,0,0,0,Low,Low Floor
house,sector 1,2.0,3.0,1,0,Moderately old,1337.4,0,0,0,Low,Mid Floor
flat,sector 1,1.25,4.0,4,3+,Moderately old,2946.0,0,0,2,Low,Mid Floor
house,sector 4,4.75,5.0,5,1,Old Property,5067.0,1,0,2,Low,Low Floor
house,sector 4,1.1,4.0,4,3+,Old Property,1800.0,0,0,0,Low,Low Floor
house,sector 11,2.1,2.0,6,3+,Relatively New,1215.0,0,0,0,Low,Mid Floor
flat,sector 37,1.67,4.0,4,3,Relatively New,2091.0,0,0,2,Medium,High Floor
house,sector 28,8.95,5.0,6,3+,Moderately old,5000.0,0,0,0,Low,Mid Floor
flat,sector 92,0.85,3.0,3,3,Relatively New,1895.0,0,0,0,Medium,Low Floor
flat,sector 9,0.75,3.0,3,3,Old Property,1433.0,0,0,0,Low,Mid Floor
flat,sector 48,0.78,3.0,3,3,Relatively New,1344.0,0,0,0,High,Low Floor
flat,sector 48,0.3,2.0,2,0,Relatively New,567.0,0,0,0,Low,Mid Floor
house,sector 67,5.46,4.0,5,3+,Relatively New,2259.0,0,1,2,Medium,Low Floor
house,sector 41,7.0,7.0,7,3+,Moderately old,2475.0,1,1,1,High,Mid Floor
flat,sector 112,3.1,2.0,2,3,Relatively New,1667.0,0,0,2,Medium,Mid Floor
flat,sector 110,0.22,2.0,1,1,Relatively New,571.0,0,0,0,Low,Low Floor
flat,sector 43,5.25,4.0,4,3,Old Property,2570.0,0,0,0,Medium,Mid Floor
house,sector 14,4.5,5.0,5,1,Relatively New,2778.0,0,0,0,Low,Low Floor
house,sector 46,4.5,6.0,6,3+,Moderately old,1840.63,0,1,2,Medium,Mid Floor
flat,sector 84,0.27,1.0,1,1,Relatively New,397.0,0,0,1,Low,High Floor
house,sector 43,8.25,5.0,6,3+,Moderately old,2700.0,1,1,2,Medium,Mid Floor
house,sector 23,5.0,4.0,4,2,Old Property,3078.0,0,0,0,Low,Low Floor
flat,sector 95,0.55,2.0,2,2,New Property,1256.0,0,0,0,Medium,High Floor
flat,sector 63,3.0,3.0,3,3,New Property,2000.0,0,0,0,Low,Mid Floor
flat,sector 66,4.85,4.0,4,3+,Relatively New,3500.0,0,0,2,High,High Floor
flat,sector 84,0.9,3.0,3,3,Relatively New,1738.0,0,0,0,Medium,High Floor
flat,sector 65,2.5,3.0,3,3,Relatively New,1571.0,0,0,0,Low,Mid Floor
flat,sector 61,2.0,3.0,3,2,New Property,1721.0,0,0,0,Medium,Mid Floor
flat,sector 88,1.38,3.0,3,3+,Relatively New,2296.0,0,0,0,Medium,Mid Floor
flat,sector 84,0.39,2.0,2,0,Relatively New,563.0,0,0,0,Low,Mid Floor
house,sector 55,3.1,5.0,4,3+,Moderately old,1550.0,1,1,2,Medium,Low Floor
flat,sector 110,1.8,3.0,3,3+,Relatively New,1850.0,0,0,2,Medium,Mid Floor
flat,sector 82,0.94,2.0,2,3+,Relatively New,1367.0,0,0,2,Medium,Mid Floor
flat,sector 89,0.65,2.0,2,2,New Property,1390.0,0,0,0,Low,High Floor
house,sector 2,2.68,4.0,3,2,Moderately old,1560.77,0,1,2,Medium,Mid Floor
flat,sector 48,0.4,2.0,2,1,New Property,669.0,0,0,2,Medium,Low Floor
flat,sector 65,2.35,3.0,3,3,Relatively New,1500.0,0,0,2,Medium,Low Floor
flat,sector 107,0.35,2.0,2,2,Relatively New,608.0,0,0,0,Low,Mid Floor
flat,sector 103,2.45,4.0,6,3,Relatively New,2738.0,0,0,0,Low,Mid Floor
flat,sector 69,3.05,4.0,5,3+,Relatively New,3006.0,0,0,0,Low,High Floor
flat,sector 108,3.0,4.0,5,3+,Relatively New,2204.25,0,0,1,Medium,Low Floor
flat,sector 37,0.9,3.0,3,3,Moderately old,1537.0,0,0,2,Medium,Mid Floor
flat,sector 90,1.26,3.0,3,3,Relatively New,1644.0,0,0,2,Low,Mid Floor
flat,sector 3,0.26,2.0,1,2,Relatively New,628.0,0,0,0,Low,Low Floor
flat,sector 37,0.95,2.0,2,3+,Relatively New,1210.0,0,0,2,Medium,High Floor
flat,sector 95,0.41,2.0,2,2,New Property,670.0,0,0,2,Medium,High Floor
flat,sector 104,2.45,3.0,4,3+,Relatively New,2189.0,0,0,2,Medium,High Floor
house,sector 24,6.5,4.0,4,2,Old Property,2844.0,0,0,0,Low,Low Floor
house,sector 7,1.05,3.0,2,0,Old Property,1080.0,0,0,0,Low,Low Floor
house,sector 2,5.0,6.0,4,0,Moderately old,4000.0,0,0,0,Low,Mid Floor
flat,sector 103,1.15,2.0,2,3,Relatively New,1250.0,0,0,2,Medium,Mid Floor
flat,sector 106,0.88,2.0,2,3+,Relatively New,1120.0,0,0,0,Low,Mid Floor
flat,sector 48,0.72,2.0,2,3,Relatively New,1152.0,0,0,0,High,Mid Floor
flat,sector 65,2.44,3.0,3,2,Relatively New,1741.0,0,0,0,Low,Mid Floor
flat,sector 103,2.14,4.0,6,3+,Relatively New,2786.0,0,0,0,Medium,Mid Floor
flat,sector 4,0.42,2.0,2,1,Relatively New,833.0,0,0,2,Low,Mid Floor
flat,sector 102,1.4,2.0,2,3,Relatively New,1318.0,0,0,0,Medium,Low Floor
flat,sector 48,0.53,2.0,2,2,Relatively New,913.0,0,0,0,High,Low Floor
flat,sector 37,1.4,3.0,3,3,Relatively New,1711.0,0,0,2,Medium,Mid Floor
house,sector 25,10.0,5.0,5,3+,Moderately old,9500.0,1,0,1,Low,Mid Floor
flat,sector 86,0.6,3.0,2,2,New Property,833.0,0,0,0,Low,Low Floor
flat,sector 36,0.72,3.0,2,3,New Property,1244.0,0,0,0,Medium,Low Floor
flat,sector 102,2.22,3.0,4,3+,Relatively New,2000.0,0,0,0,Medium,High Floor
flat,sector 76,1.08,3.0,3,3,New Property,1867.0,0,0,0,Medium,Low Floor
house,sector 15,1.07,2.0,2,1,Old Property,900.0,1,0,0,Low,Low Floor
flat,sector 63,3.4,3.0,3,3+,New Property,3238.0,0,0,0,Medium,Low Floor
house,sector 54,2.0,9.0,9,3,Relatively New,60.0,1,0,1,Low,High Floor
flat,sector 103,1.33,3.0,3,3+,Relatively New,1713.0,0,0,0,High,Mid Floor
flat,sector 103,1.69,3.0,3,3+,Relatively New,1757.0,0,0,0,Low,Mid Floor
house,sector 3,0.75,4.0,2,2,Old Property,1170.0,0,0,0,Low,Low Floor
flat,sector 81,0.64,2.0,2,3,Relatively New,1361.0,0,0,2,Medium,High Floor
flat,sector 68,1.32,2.0,2,3,Relatively New,1435.0,0,0,0,Medium,High Floor
flat,sector 95,0.43,2.0,2,2,Relatively New,1300.0,0,0,0,Medium,Mid Floor
flat,sector 66,3.98,3.0,4,3+,Moderately old,2095.0,0,0,2,Medium,Low Floor
flat,sector 65,2.65,2.0,2,3,New Property,1433.0,0,0,0,Low,Mid Floor
flat,sector 36,2.2,2.0,2,2,New Property,1409.0,0,0,0,Low,High Floor
house,sector 3,0.9,3.0,3,0,Relatively New,112.0,0,0,0,Low,Low Floor
flat,sector 83,1.4,4.0,4,3,Relatively New,2167.0,0,0,0,Low,Mid Floor
flat,sector 1,0.64,3.0,2,3+,Old Property,1696.0,0,0,0,Medium,Mid Floor
flat,sector 92,0.75,3.0,3,3,Relatively New,1415.0,0,0,2,Low,Low Floor
flat,sector 113,3.21,3.0,3,3,New Property,2400.0,0,0,0,Low,Mid Floor
flat,sector 33,1.5,2.0,2,3+,New Property,1539.0,0,0,0,Medium,Low Floor
flat,sector 109,1.3,3.0,2,3,Moderately old,1790.0,0,0,0,Medium,High Floor
flat,sector 81,2.4,3.0,4,3+,New Property,2533.0,0,0,2,High,Mid Floor
flat,sector 70,1.6,4.0,4,3,Relatively New,1600.0,0,0,0,Low,Low Floor
flat,sector 37,0.86,3.0,3,2,New Property,1676.0,0,0,0,Low,Low Floor
house,sector 25,10.55,5.0,6,3+,Moderately old,2700.0,1,1,0,Medium,Mid Floor
flat,sector 1,0.86,3.0,3,3+,Moderately old,1900.0,0,0,0,Medium,Mid Floor
flat,sector 67,2.98,3.0,3,3,Relatively New,2047.1,0,0,2,Low,Low Floor
house,sector 23,5.5,9.0,9,3+,Moderately old,4200.0,1,0,2,Low,Mid Floor
flat,sector 86,0.78,2.0,2,2,New Property,1360.0,0,0,0,Medium,Mid Floor
house,sector 48,5.5,3.0,3,3+,Moderately old,3500.0,1,0,0,Low,Low Floor
house,sector 26,16.0,5.0,6,3,Old Property,4500.0,0,0,0,Low,Low Floor
house,sector 5,1.3,4.0,4,2,Old Property,1494.0,0,0,0,Low,Low Floor
flat,sector 104,2.62,4.0,4,3+,Relatively New,3000.0,0,0,0,High,High Floor
flat,sector 90,2.0,4.0,4,3+,Moderately old,2597.0,0,0,0,Low,High Floor
flat,sector 65,2.29,3.0,4,3+,Relatively New,1833.0,0,0,1,High,Low Floor
flat,sector 71,1.1,3.0,4,3,Moderately old,1716.0,0,0,0,Low,Mid Floor
flat,sector 83,1.04,3.0,2,2,Moderately old,1500.0,0,0,0,Medium,Low Floor
flat,sector 84,0.88,3.0,3,3,Relatively New,1738.0,0,0,0,Medium,High Floor
flat,sector 49,0.94,1.0,2,2,Moderately old,746.0,0,0,0,Low,Low Floor
house,sector 53,4.65,5.0,5,3+,Moderately old,2646.0,0,0,2,Low,Low Floor
house,sector 4,4.12,2.0,1,3+,Moderately old,4635.0,0,0,0,Low,Low Floor
flat,sector 109,1.65,3.0,3,3+,Relatively New,2048.0,0,0,2,Low,High Floor
house,sector 11,0.95,5.0,3,0,Moderately old,1300.0,0,0,0,Low,Low Floor
flat,sector 102,0.96,2.0,2,2,Relatively New,871.0,0,0,0,Medium,Mid Floor
flat,sector 48,1.42,3.0,3,3,Moderately old,1571.0,0,0,1,High,Low Floor
house,sector 24,5.25,4.0,4,3+,Relatively New,1463.89,1,0,2,Medium,Low Floor
flat,sector 69,1.36,3.0,3,1,Relatively New,1329.0,0,0,0,Medium,High Floor
flat,sector 1,0.65,3.0,2,3+,Moderately old,1696.0,0,0,0,Low,Mid Floor
flat,sector 102,1.25,2.0,2,2,Relatively New,1157.0,0,0,0,Medium,Low Floor
house,sector 12,0.35,2.0,1,0,Old Property,360.0,0,0,0,Low,Low Floor
flat,sector 107,0.98,2.0,2,3,Relatively New,1317.0,0,0,2,High,Mid Floor
house,sector 49,2.75,3.0,3,1,Old Property,1833.0,0,0,2,Medium,Low Floor
house,sector 66,15.1,5.0,5,3+,New Property,8067.799999999999,1,1,0,Medium,Mid Floor
flat,sector 7,0.36,2.0,2,1,Relatively New,700.0,0,0,0,Low,Low Floor
house,sector 66,19.0,5.0,6,3+,Relatively New,6667.0,1,1,2,Medium,Mid Floor
house,sector 4,1.1,3.0,4,1,Moderately old,990.0,0,0,0,Low,Low Floor
flat,sector 66,2.8,3.0,4,3,Relatively New,1920.0,0,0,2,Medium,Mid Floor
flat,sector 85,2.17,4.0,4,3,Relatively New,2600.0,0,0,0,Low,Mid Floor
flat,sector 84,0.6,2.0,2,2,Relatively New,1143.0,0,0,0,Medium,High Floor
flat,sector 48,0.56,2.0,2,3,New Property,913.0,0,0,0,Medium,Mid Floor
flat,sector 48,0.95,2.0,2,3+,New Property,1175.97,0,0,0,Medium,Mid Floor
flat,sector 113,1.5,2.0,2,2,New Property,1215.0,0,0,0,Medium,High Floor
flat,sector 88,0.45,2.0,2,1,New Property,694.0,0,0,0,Low,Mid Floor
flat,sector 113,2.35,3.0,3,3,New Property,2210.0,0,0,0,High,High Floor
flat,sector 95,0.55,3.0,2,2,New Property,890.0,0,0,1,Low,High Floor
flat,sector 95,0.46,2.0,2,0,New Property,990.0,0,0,0,Low,Mid Floor
flat,sector 89,0.9,2.0,2,2,New Property,1050.0,0,0,0,Low,Low Floor
flat,sector 85,1.18,2.0,2,3,Relatively New,1700.0,0,0,2,High,Mid Floor
flat,sector 79,1.3,3.0,3,2,Relatively New,1253.0,0,0,0,High,Mid Floor
flat,sector 104,2.23,3.0,4,3+,Relatively New,2417.0,0,0,2,High,Mid Floor
flat,sector 89,1.3,3.0,3,2,New Property,1581.0,0,0,0,Low,Low Floor
house,sector 26,7.0,5.0,5,2,Relatively New,1786.81,1,0,0,Low,Mid Floor
flat,sector 56,1.45,3.0,3,3+,Moderately old,1810.0,0,0,2,Medium,Low Floor
house,sector 48,1.55,2.0,3,2,New Property,1053.0,0,0,2,Low,Low Floor
flat,sector 106,1.15,3.0,4,3+,Relatively New,1186.0,0,0,2,High,High Floor
flat,sector 111,3.4,4.0,5,3+,Relatively New,2810.0,0,0,0,Medium,High Floor
flat,sector 67,2.99,3.0,3,3,Relatively New,2200.0,0,0,2,Low,Mid Floor
flat,sector 70,2.35,4.0,4,3+,Moderately old,2667.0,0,0,2,Medium,Mid Floor
flat,sector 59,5.8,3.0,4,3,New Property,3361.0,0,0,2,Low,High Floor
flat,sector 107,0.5,3.0,2,2,Relatively New,850.0,0,0,0,Low,Mid Floor
flat,sector 60,2.65,3.0,4,3+,Moderately old,2037.0,0,0,2,High,Mid Floor
flat,sector 90,0.65,2.0,2,3,Moderately old,1286.0,0,0,2,Medium,Mid Floor
flat,sector 99,1.45,3.0,5,3,Relatively New,1902.0,0,0,2,Low,High Floor
flat,sector 77,1.09,3.0,4,3+,Relatively New,1929.0,0,0,2,High,Mid Floor
house,sector 9,3.6,3.0,3,2,Moderately old,2430.0,1,0,1,High,Low Floor
flat,sector 84,0.84,3.0,3,3+,New Property,1643.0,0,0,0,Medium,Mid Floor
flat,sector 92,1.6,3.0,4,3+,Relatively New,1615.0,0,0,2,High,Mid Floor
flat,sector 102,1.77,3.0,3,3,Relatively New,1740.0,0,0,0,High,Low Floor
flat,sector 83,1.0,3.0,3,2,Relatively New,1657.0,0,0,2,High,Low Floor
flat,sector 62,9.2,4.0,6,3,Relatively New,3976.0,0,0,2,High,Mid Floor
flat,sector 65,2.01,2.0,2,3,New Property,1518.0,0,0,0,Low,Mid Floor
flat,sector 14,2.2,3.0,4,3+,Old Property,1956.0,0,0,0,Low,Mid Floor
flat,sector 99,1.15,2.0,2,2,New Property,1300.0,0,0,2,Medium,Low Floor
flat,sector 67,0.53,2.0,2,1,Relatively New,657.0,0,0,2,Low,Mid Floor
flat,sector 52,0.29,1.0,1,0,Moderately old,278.0,0,0,2,Low,Low Floor
flat,sector 37,1.1,2.0,2,2,Relatively New,1242.0,0,0,0,Medium,Mid Floor
flat,sector 66,1.32,2.0,2,2,Relatively New,1103.0,0,0,0,Low,Mid Floor
house,sector 48,5.0,7.0,7,3,Moderately old,2340.0,0,0,2,Low,Low Floor
flat,sector 1,0.85,3.0,2,2,Moderately old,1587.0,0,0,0,Low,Mid Floor
flat,sector 92,1.6,3.0,3,3,Relatively New,1815.0,0,0,2,Medium,Mid Floor
flat,sector 85,1.45,3.0,4,2,New Property,1616.0,0,0,0,Low,Mid Floor
flat,sector 82,2.85,4.0,4,3+,New Property,2241.0,0,0,1,High,Low Floor
house,sector 7,0.66,3.0,1,1,Relatively New,550.0,0,0,0,Low,Mid Floor
flat,sector 107,0.27,2.0,2,2,Relatively New,543.0,0,0,0,Low,Low Floor
flat,sector 104,2.5,4.0,4,3+,New Property,3000.0,0,0,0,Low,High Floor
house,sector 54,3.75,4.0,4,3,Moderately old,1453.14,1,0,2,Low,Mid Floor
flat,sector 37,1.2,3.0,3,3,Relatively New,1000.0,0,0,0,Medium,Mid Floor
house,sector 66,18.0,5.0,6,3+,Relatively New,4500.0,1,1,1,High,Mid Floor
flat,sector 102,1.9,3.0,3,3+,Relatively New,2500.0,0,0,0,High,Low Floor
house,sector 11,1.35,10.0,6,3+,Old Property,3500.0,0,0,0,Low,Mid Floor
flat,sector 62,3.95,3.0,3,3,New Property,2876.0,0,0,2,Low,High Floor
flat,sector 61,2.17,3.0,3,3,Under Construction,1721.0,0,0,0,Low,Low Floor
flat,sector 103,0.5,2.0,2,0,Relatively New,750.0,0,0,0,Low,Mid Floor
house,sector 7,3.1,3.0,3,2,Old Property,2250.0,0,0,0,Low,Low Floor
house,sector 109,6.1,5.0,6,3+,Moderately old,2430.0,1,0,0,Low,Low Floor
house,sector 17,3.5,2.0,5,3,Old Property,1442.36,0,0,0,Low,Mid Floor
flat,sector 2,1.4,3.0,3,3+,Moderately old,1695.0,0,0,0,Medium,Mid Floor
flat,sector 113,3.45,4.0,4,3,New Property,2476.0,0,0,2,High,High Floor
flat,sector 56,1.35,3.0,3,3+,Old Property,1450.0,0,0,2,High,Mid Floor
house,sector 7,1.55,2.0,2,2,Moderately old,1080.0,0,0,2,Medium,Low Floor
flat,sector 108,3.75,3.0,3,2,New Property,2231.0,0,0,0,Medium,High Floor
flat,sector 112,5.2,4.0,6,3+,Relatively New,3655.35,0,0,2,High,High Floor
flat,sector 104,2.65,4.0,4,3+,Relatively New,3000.0,0,0,0,High,Mid Floor
flat,sector 70,1.51,3.0,3,3,Relatively New,1882.0,0,0,0,Low,Mid Floor
flat,sector 106,1.25,3.0,4,3+,Relatively New,1186.0,0,0,0,High,Mid Floor
flat,sector 37,1.17,2.0,2,2,Relatively New,1343.0,0,0,0,Medium,Low Floor
house,sector 111,9.0,5.0,5,3+,Relatively New,8000.0,1,0,0,Medium,Mid Floor
flat,sector 102,1.4,3.0,3,3,Relatively New,1300.0,0,0,0,Low,Mid Floor
flat,sector 107,0.36,2.0,2,1,Relatively New,522.0,0,0,0,Low,Mid Floor
house,sector 50,12.0,3.0,4,2,Moderately old,3240.0,1,0,2,Medium,Low Floor
house,sector 48,2.0,4.0,3,0,Moderately old,2674.0,0,0,0,Low,Low Floor
flat,sector 77,0.75,2.0,2,2,Relatively New,1140.0,0,0,2,Medium,Mid Floor
flat,sector 74,2.45,3.0,3,3+,Relatively New,1800.0,0,0,0,Medium,High Floor
flat,sector 48,0.24,2.0,2,1,Relatively New,543.0,0,0,0,Low,High Floor
flat,sector 50,2.65,3.0,3,3+,Moderately old,2491.0,0,0,0,High,Mid Floor
house,sector 67,1.5,5.0,3,2,New Property,200.0,0,0,0,Low,Low Floor
flat,sector 59,1.5,4.0,4,3+,Old Property,2013.0,0,0,0,Medium,Mid Floor
house,sector 43,13.0,3.0,3,3+,New Property,2700.0,0,0,2,Low,Mid Floor
flat,sector 43,5.8,4.0,4,3+,Old Property,2801.0,0,0,0,Low,High Floor
flat,sector 3,0.8,3.0,3,1,Old Property,1000.0,0,0,0,Low,Low Floor
flat,sector 108,0.7,2.0,2,2,Relatively New,1505.0,0,0,0,Low,High Floor
flat,sector 86,1.55,3.0,3,3+,Relatively New,1500.0,0,0,1,High,High Floor
flat,sector 33,0.43,2.0,2,1,Moderately old,771.0,0,0,0,Low,Low Floor
flat,sector 85,0.8,3.0,4,3,Relatively New,1390.0,0,0,2,Low,Mid Floor
flat,sector 69,1.68,3.0,3,2,Relatively New,1589.0,0,0,0,High,Low Floor
house,sector 50,10.3,5.0,6,3+,Moderately old,3240.0,1,1,2,High,Mid Floor
flat,sector 89,0.97,2.0,2,3+,New Property,1103.0,0,0,0,Low,Low Floor
flat,sector 22,2.0,2.0,2,2,Relatively New,1533.0,0,0,0,Low,Mid Floor
house,sector 38,4.3,3.0,9,3+,Relatively New,1496.18,0,0,2,Low,Mid Floor
flat,sector 36,3.65,3.0,3,2,New Property,2417.0,0,0,0,Low,High Floor
flat,sector 80,1.4,3.0,4,2,Moderately old,1922.0,0,0,0,Medium,Mid Floor
house,sector 24,4.5,2.0,8,3+,Relatively New,1463.89,1,1,2,Medium,Mid Floor
flat,sector 92,1.07,4.0,3,3,Under Construction,2040.0,0,0,0,Medium,Mid Floor
flat,sector 59,1.28,3.0,3,3,Relatively New,1489.0,0,0,2,Low,Low Floor
flat,sector 2,0.95,2.0,3,2,Old Property,1444.0,0,0,2,Low,Low Floor
flat,sector 72,4.25,4.0,4,3+,Relatively New,3095.0,0,0,2,High,Low Floor
house,sector 27,8.0,9.0,9,3,Relatively New,3042.0,1,1,1,Medium,Mid Floor
house,sector 10,1.7,2.0,1,2,Old Property,900.0,0,0,0,Low,Low Floor
flat,sector 99,1.32,3.0,5,3,New Property,1784.0,0,0,0,Medium,High Floor
house,sector 2,1.0,3.0,2,2,Old Property,120.0,0,0,0,Low,Low Floor
flat,sector 107,1.32,3.0,3,3,Relatively New,1850.0,0,0,0,Medium,Mid Floor
flat,sector 56,1.37,3.0,3,3+,Old Property,1450.0,0,0,0,High,Low Floor
house,sector 57,3.8,2.0,8,3+,Relatively New,1453.13,0,1,2,Medium,Mid Floor
flat,sector 84,1.01,3.0,3,2,Relatively New,1475.0,0,0,0,Low,High Floor
flat,sector 104,0.26,1.0,1,2,Relatively New,301.0,0,0,0,Medium,Low Floor
flat,sector 33,0.4,2.0,2,2,Relatively New,762.0,0,0,1,Low,Low Floor
flat,sector 109,1.7,1.0,1,2,Relatively New,965.0,0,0,0,Low,Mid Floor
flat,sector 81,2.91,4.0,5,2,Relatively New,3093.0,0,0,2,Medium,Mid Floor
house,sector 7,3.0,7.0,7,0,Old Property,2610.0,0,0,0,Low,Mid Floor
flat,sector 79,1.93,3.0,4,3+,Relatively New,2154.0,0,0,0,High,Mid Floor
house,sector 3,1.0,3.0,4,2,Relatively New,900.0,0,0,0,Low,Low Floor
flat,sector 113,3.35,4.0,4,3+,Relatively New,2991.0,0,0,0,High,High Floor
house,sector 50,15.0,4.0,4,2,Moderately old,4500.0,1,0,0,High,Low Floor
flat,sector 90,1.25,3.0,3,3+,Relatively New,1700.0,0,0,0,Medium,High Floor
flat,sector 49,1.98,3.0,4,3,Moderately old,1750.75,0,0,2,Medium,Mid Floor
house,sector 4,0.4,1.0,1,0,Moderately old,450.0,0,0,0,Low,Low Floor
flat,sector 67,3.32,4.0,5,3+,Moderately old,2510.0,0,0,2,High,High Floor
