property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servent room,store room,furnishing_type,luxury_category,floor_category
house,sector 12,1.35,5.0,5,1,Old Property,2052.0,0,0,0,Low,Mid Floor
flat,sector 113,2.87,4.0,4,3+,Under Construction,2553.0,0,0,0,Medium,Mid Floor
flat,sector 37,1.79,4.0,3,3,Relatively New,1903.0,0,0,2,Low,High Floor
flat,sector 74,1.57,2.0,2,3+,Relatively New,1300.0,0,0,0,Medium,Mid Floor
flat,sector 84,0.35,2.0,2,1,Relatively New,545.0,0,0,0,Medium,Mid Floor
flat,sector 36,0.75,2.0,2,2,Relatively New,880.0,0,0,0,Low,Mid Floor
flat,sector 85,1.09,2.0,2,3,Relatively New,1638.0,0,0,0,High,Mid Floor
flat,sector 103,0.8,2.0,2,3,New Property,1089.0,0,0,0,High,Mid Floor
flat,sector 95,0.17,1.0,1,1,Relatively New,3569.0,0,0,0,Medium,High Floor
house,sector 14,4.6,1.0,1,0,Old Property,2250.0,0,0,0,Low,Low Floor
flat,sector 82,0.89,2.0,2,2,Relatively New,1236.0,0,0,2,Medium,High Floor
flat,sector 56,0.58,1.0,1,1,Old Property,672.0,0,0,0,Medium,Low Floor
flat,sector 90,1.99,4.0,4,3+,Relatively New,3030.0,0,0,2,Medium,Mid Floor
flat,sector 109,1.75,3.0,4,3+,Relatively New,2048.0,0,0,0,Medium,Low Floor
flat,sector 33,0.95,2.0,2,3+,Under Construction,1319.0,0,0,0,Low,Mid Floor
flat,sector 48,1.6,3.0,3,3+,Old Property,1895.0,0,0,2,Low,Mid Floor
flat,sector 112,3.29,3.0,3,3+,Relatively New,2225.56,0,0,2,High,Low Floor
house,sector 23,2.9,4.0,4,3,Relatively New,2500.0,1,0,2,Low,Low Floor
flat,sector 48,0.28,2.0,2,2,Relatively New,520.0,0,0,0,Low,Mid Floor
house,sector 15,1.8,4.0,3,1,Old Property,1800.0,0,0,0,Low,Low Floor
flat,sector 113,3.05,3.0,4,3,New Property,2600.0,0,0,0,High,High Floor
house,sector 25,13.5,5.0,6,3+,Old Property,3618.0,0,0,2,Medium,Mid Floor
house,sector 24,1.44,4.0,2,2,Old Property,540.0,0,0,0,Low,Low Floor
flat,sector 63,1.55,2.0,2,2,Under Construction,1167.0,0,0,0,Low,Low Floor
house,sector 7,2.25,5.0,3,0,Old Property,148.0,0,0,0,Low,Low Floor
flat,sector 43,2.0,3.0,3,2,Old Property,1467.0,0,0,1,Low,Low Floor
flat,sector 79,2.0,3.0,4,3+,Relatively New,1963.0,0,0,0,Medium,Mid Floor
flat,sector 48,1.01,2.0,2,3,Relatively New,1218.0,0,0,0,Medium,High Floor
house,sector 31,3.5,4.0,3,3,Moderately old,1453.13,0,1,2,Medium,Low Floor
house,sector 13,0.45,1.0,1,0,Old Property,936.0,0,0,0,Low,Low Floor
flat,sector 77,1.65,4.0,3,3,Relatively New,1857.0,0,0,0,Medium,Mid Floor
flat,sector 79,1.25,3.0,3,3,Relatively New,1058.0,0,0,2,Medium,High Floor
flat,sector 48,1.78,3.0,4,2,Relatively New,1568.0,0,0,0,Medium,Mid Floor
flat,sector 95,0.45,2.0,2,2,New Property,571.0,0,0,0,Low,High Floor
flat,sector 14,2.75,4.0,5,3+,Old Property,2200.0,0,0,1,Medium,Mid Floor
flat,sector 74,2.25,3.0,3,2,Relatively New,1938.0,0,0,2,High,Mid Floor
house,sector 26,13.5,5.0,5,2,Moderately old,4518.0,1,0,2,Medium,Low Floor
flat,sector 33,0.4,2.0,2,2,New Property,623.0,0,0,0,Low,Mid Floor
flat,sector 90,0.9,3.0,4,3,Relatively New,1857.0,0,0,0,High,Mid Floor
house,sector 3,1.5,7.0,2,0,Relatively New,1980.0,0,0,0,Low,Low Floor
flat,sector 81,4.0,4.0,5,3+,Relatively New,4000.0,0,0,2,Medium,High Floor
flat,sector 65,2.8,3.0,3,0,Relatively New,1828.0,0,0,0,Low,High Floor
flat,sector 72,3.25,3.0,3,3,Moderately old,3143.0,0,0,0,Medium,Low Floor
flat,sector 89,0.25,1.0,1,1,New Property,430.0,0,0,0,Medium,Mid Floor
flat,sector 90,0.65,2.0,2,3,Relatively New,1050.0,0,0,0,Medium,Mid Floor
flat,sector 85,1.3,2.0,2,3+,Relatively New,1533.0,0,0,0,Medium,Mid Floor
flat,sector 86,0.67,2.0,2,1,Relatively New,1295.0,0,0,0,Medium,Mid Floor
flat,sector 81,2.5,3.0,3,2,Relatively New,2130.0,0,0,1,Medium,Mid Floor
flat,sector 57,1.12,2.0,2,1,Old Property,1000.0,0,0,0,Medium,Low Floor
flat,sector 83,1.05,3.0,2,2,Moderately old,1600.0,0,0,2,Medium,Low Floor
flat,sector 95,2.0,3.0,4,3+,New Property,2011.0,0,0,0,Low,Mid Floor
flat,sector 103,0.9,2.0,2,2,Relatively New,1286.0,0,0,0,Low,Low Floor
house,sector 3,0.85,1.0,2,0,Relatively New,954.0,0,0,0,Low,Low Floor
house,sector 66,12.0,4.0,4,3+,Relatively New,3240.0,1,1,2,High,Mid Floor
flat,sector 48,0.35,2.0,2,2,Relatively New,556.0,0,0,0,Low,Mid Floor
flat,sector 108,2.45,3.0,3,3,Relatively New,1460.0,0,0,0,Low,High Floor
flat,sector 71,1.16,3.0,3,3,Moderately old,1660.0,0,0,2,Medium,Mid Floor
flat,sector 37,1.36,3.0,3,3,Relatively New,1535.0,0,0,0,Low,Low Floor
flat,sector 48,0.45,2.0,2,1,New Property,590.0,0,0,0,Low,Mid Floor
flat,sector 86,0.44,2.0,2,2,Relatively New,668.0,0,0,2,Medium,Mid Floor
house,sector 3,0.8,2.0,4,1,Moderately old,981.0,0,0,0,Low,Low Floor
flat,sector 108,0.87,2.0,3,3,Relatively New,978.23,0,0,2,Medium,Low Floor
house,sector 33,10.0,5.0,6,3,New Property,4940.64,1,0,0,Low,Mid Floor
flat,sector 37,0.9,3.0,3,3,Under Construction,1500.0,0,0,0,Medium,Low Floor
flat,sector 2,0.28,2.0,1,1,Relatively New,1000.0,0,0,0,Low,Low Floor
flat,sector 81,0.88,2.0,2,3,Relatively New,1255.0,0,0,2,Medium,Mid Floor
flat,sector 70,1.13,3.0,3,2,Relatively New,1533.0,0,0,0,Low,Low Floor
flat,sector 82,1.25,3.0,2,3,Relatively New,1667.0,0,0,2,Medium,Low Floor
house,sector 25,7.6,2.0,9,3,Relatively New,1937.5,0,1,2,Medium,Mid Floor
flat,sector 48,0.56,2.0,2,3,New Property,913.0,0,0,0,Medium,Mid Floor
flat,sector 76,1.46,4.0,6,3+,New Property,2524.0,0,0,0,Medium,Mid Floor
flat,sector 70,1.64,3.0,5,3,Relatively New,1574.0,0,0,0,Medium,Mid Floor
house,sector 4,3.2,3.0,3,2,Old Property,2250.0,0,0,0,Low,Low Floor
flat,sector 37,0.68,2.0,2,3,New Property,644.0,0,0,0,Medium,Mid Floor
house,sector 49,4.5,8.0,8,3,Moderately old,2880.0,1,1,1,High,Mid Floor
flat,sector 99,1.08,3.0,5,3,Relatively New,1750.0,0,0,0,Low,Low Floor
house,sector 39,5.15,5.0,5,0,Relatively New,3659.73,0,0,0,Low,Low Floor
flat,sector 81,3.3,4.0,5,3+,Relatively New,3152.0,0,0,2,High,Mid Floor
flat,sector 54,3.25,3.0,3,3+,Old Property,2558.0,0,0,2,Medium,Low Floor
flat,sector 78,0.75,2.0,2,1,Moderately old,1239.0,0,0,0,Low,Mid Floor
house,sector 28,1.45,3.0,2,1,Relatively New,1800.0,0,0,0,Low,Low Floor
flat,sector 43,2.35,3.0,3,2,Old Property,1566.0,0,0,2,Medium,Low Floor
flat,sector 92,1.7,3.0,4,2,Relatively New,1552.0,0,0,0,Medium,Low Floor
house,sector 25,7.3,9.0,9,2,Relatively New,5800.0,1,1,2,Medium,Mid Floor
house,sector 49,4.05,3.0,3,3,Moderately old,2000.0,1,1,0,Low,Low Floor
house,sector 109,6.0,4.0,4,3+,Relatively New,2430.0,1,1,0,High,Low Floor
house,sector 92,0.85,4.0,4,3,Relatively New,1743.0,0,0,0,Low,Mid Floor
flat,sector 56,0.52,1.0,1,1,Old Property,500.0,0,0,0,Low,Low Floor
flat,sector 61,2.54,3.0,3,3,New Property,1822.0,0,0,0,Low,Low Floor
flat,sector 66,1.45,2.0,2,3,Relatively New,1110.0,0,0,0,Medium,Mid Floor
flat,sector 107,0.5,2.0,2,2,New Property,622.0,0,0,0,Low,High Floor
flat,sector 25,3.7,4.0,4,3,Old Property,2333.0,0,0,2,Low,High Floor
flat,sector 12,2.7,4.0,3,3,Old Property,3150.0,0,0,0,Low,Mid Floor
flat,sector 65,1.8,2.0,2,3,New Property,1456.0,0,0,0,Medium,High Floor
flat,sector 52,1.76,4.0,4,3+,New Property,2314.0,0,0,0,Low,High Floor
flat,sector 107,1.3,3.0,3,3+,Relatively New,1554.0,0,0,2,High,Mid Floor
flat,sector 69,1.4,3.0,3,1,Relatively New,1465.0,0,0,2,High,High Floor
flat,sector 102,1.26,2.0,2,3,Relatively New,1157.0,0,0,2,Low,Mid Floor
flat,sector 89,1.5,3.0,3,3,New Property,1944.0,0,0,0,Low,Low Floor
flat,sector 86,1.26,3.0,3,3,Moderately old,1838.0,0,0,0,Medium,Mid Floor
flat,sector 72,3.1,4.0,5,3+,Moderately old,3483.0,0,0,0,Medium,Mid Floor
house,sector 26,4.45,4.0,4,3,Old Property,1350.0,0,0,0,Low,Mid Floor
flat,sector 65,2.65,3.0,3,3,Relatively New,1833.0,0,0,0,Low,Mid Floor
house,sector 104,0.36,2.0,2,1,Moderately old,459.0,0,0,0,Low,Low Floor
house,sector 21,0.45,3.0,2,1,Old Property,594.0,0,0,0,Low,Low Floor
house,sector 9,4.5,9.0,9,3+,Relatively New,3153.82,0,0,2,Low,Mid Floor
flat,sector 68,1.0,2.0,2,3,Relatively New,889.0,0,0,0,Low,High Floor
flat,sector 69,1.42,3.0,3,2,Relatively New,1503.0,0,0,2,Medium,Mid Floor
flat,sector 43,2.1,3.0,3,1,Old Property,1297.0,0,0,2,Medium,Low Floor
flat,sector 92,0.39,3.0,3,3+,Relatively New,713.0,0,0,0,Medium,Mid Floor
flat,sector 113,2.37,4.0,4,3+,Under Construction,2060.0,0,0,0,Medium,High Floor
flat,sector 108,2.9,3.0,4,2,New Property,2003.0,0,0,0,Medium,Mid Floor
flat,sector 95,0.9,3.0,3,1,Relatively New,2000.0,0,0,0,Medium,High Floor
flat,sector 65,5.4,3.0,4,3,Moderately old,2837.0,0,0,2,High,High Floor
flat,sector 89,0.95,2.0,2,2,New Property,829.0,0,0,0,Medium,Low Floor
flat,sector 82,2.55,4.0,4,3+,Relatively New,2273.1,0,0,1,Low,High Floor
house,sector 48,7.65,4.0,4,3,Moderately old,4000.0,1,0,0,Low,Low Floor
flat,sector 67,2.9,3.0,3,3,Relatively New,2047.0,0,0,2,Low,Low Floor
flat,sector 67,3.4,3.0,4,3+,Relatively New,2246.0,0,0,2,High,High Floor
flat,sector 74,2.25,3.0,3,3,Relatively New,1900.0,0,0,0,High,Mid Floor
house,sector 7,0.53,2.0,2,0,Old Property,900.0,0,0,0,Low,Low Floor
flat,sector 102,2.03,3.0,3,2,New Property,1377.0,0,0,0,Medium,Low Floor
flat,sector 85,1.2,2.0,2,3,Relatively New,1660.0,0,0,0,Low,High Floor
flat,sector 99,0.95,2.0,3,3,Relatively New,1611.0,0,0,0,Low,Mid Floor
flat,sector 103,1.34,3.0,3,3+,Relatively New,1602.0,0,0,0,Medium,High Floor
house,sector 2,2.5,4.0,4,2,Old Property,1557.0,0,0,0,Low,Mid Floor
flat,sector 107,1.3,3.0,3,3,Relatively New,1593.0,0,0,0,Medium,Mid Floor
flat,sector 104,1.05,3.0,4,3+,Relatively New,2000.0,0,0,2,Medium,Mid Floor
flat,sector 61,1.6,2.0,2,2,New Property,1278.0,0,0,0,Medium,Mid Floor
flat,sector 99,0.3,2.0,2,1,New Property,615.0,0,0,0,Low,Mid Floor
flat,sector 28,0.9,4.0,2,3+,Old Property,1382.0,0,0,0,Low,Low Floor
flat,sector 33,1.3,2.0,2,2,New Property,1152.0,0,0,0,Low,Mid Floor
flat,sector 70,0.85,2.0,2,2,Relatively New,886.0,0,0,2,Low,Mid Floor
house,sector 24,10.0,8.0,10,3+,Old Property,3875.04,0,0,0,Low,Low Floor
flat,sector 37,0.98,3.0,3,3+,Relatively New,1675.0,0,0,0,High,Mid Floor
flat,sector 48,0.35,2.0,2,2,New Property,616.0,0,0,0,Medium,High Floor
flat,sector 1,0.68,3.0,3,3,Moderately old,1526.0,0,0,0,Low,Low Floor
flat,sector 37,1.0,3.0,3,2,Relatively New,1224.0,0,0,0,Low,Mid Floor
flat,sector 95,0.4,2.0,2,2,New Property,571.0,0,0,0,Low,Mid Floor
flat,sector 86,1.55,3.0,3,1,Relatively New,1900.0,0,0,2,High,High Floor
flat,sector 82,1.16,3.0,3,3+,Relatively New,1844.0,0,0,2,High,Low Floor
flat,sector 63,0.88,1.0,1,2,Relatively New,804.0,0,0,0,Low,Mid Floor
flat,sector 48,0.34,2.0,2,1,New Property,699.0,0,0,0,Low,Low Floor
flat,sector 109,2.95,4.0,5,3+,Relatively New,3000.0,0,0,0,Medium,Mid Floor
house,sector 3,0.75,2.0,2,0,Relatively New,130.0,0,0,0,Low,Low Floor
flat,sector 109,1.38,3.0,3,1,Moderately old,2419.0,0,0,0,Low,Mid Floor
flat,sector 66,2.99,3.0,3,3,Relatively New,2000.0,0,0,2,Low,Mid Floor
flat,sector 65,2.15,2.0,2,3+,Relatively New,1433.0,0,0,0,Low,High Floor
house,sector 31,3.69,4.0,4,2,Moderately old,1560.77,1,0,2,Medium,Low Floor
flat,sector 109,1.5,3.0,3,1,New Property,2519.0,0,0,0,Low,Mid Floor
flat,sector 70,1.65,3.0,4,3,Relatively New,1857.0,0,0,0,Medium,High Floor
house,sector 50,11.58,5.0,5,3,Moderately old,3240.0,1,0,0,Low,Low Floor
flat,sector 102,1.5,3.0,3,3,Relatively New,1354.0,0,0,2,High,Mid Floor
flat,sector 83,3.15,5.0,7,3+,Relatively New,3200.0,0,0,2,High,High Floor
flat,sector 85,0.9,3.0,3,3,Relatively New,1511.0,0,0,0,Low,Mid Floor
flat,sector 111,3.45,4.0,5,3+,Relatively New,2810.0,0,0,0,Medium,Mid Floor
flat,sector 81,2.45,3.0,3,2,Relatively New,1800.0,0,0,2,High,Mid Floor
flat,sector 108,2.0,4.0,4,3+,Relatively New,2500.0,0,0,2,High,Mid Floor
flat,sector 108,2.15,3.0,4,3+,Relatively New,4600.0,0,0,0,Low,High Floor
house,sector 12,1.7,1.0,1,1,Old Property,1800.0,1,0,0,Low,Low Floor
flat,sector 70,1.18,2.0,2,3,New Property,1400.0,0,0,0,Medium,Mid Floor
house,sector 4,0.65,2.0,1,1,Moderately old,500.0,0,0,0,Low,Mid Floor
flat,sector 76,1.92,3.0,3,2,New Property,1672.0,0,0,0,Medium,Low Floor
flat,sector 48,0.38,2.0,2,2,Relatively New,750.0,0,0,0,Low,Mid Floor
flat,sector 60,2.15,2.0,3,2,Relatively New,1250.0,0,0,2,Low,Mid Floor
flat,sector 79,0.71,2.0,2,3+,New Property,1311.0,0,0,0,Medium,High Floor
flat,sector 37,0.4,2.0,2,2,New Property,667.0,0,0,0,Low,Mid Floor
flat,sector 108,1.2,3.0,2,3+,Relatively New,1550.0,0,0,2,High,High Floor
flat,sector 79,1.7,3.0,2,3,Relatively New,1570.0,0,0,0,Low,Mid Floor
flat,sector 1,0.73,3.0,3,3+,Moderately old,1754.0,0,0,0,Medium,Low Floor
house,sector 11,0.44,3.0,2,1,Relatively New,128.0,0,0,0,Low,Low Floor
flat,sector 90,0.7,2.0,2,3,New Property,1350.0,0,0,0,Medium,Mid Floor
flat,sector 109,1.5,3.0,3,3+,Relatively New,1466.0,0,0,0,High,Mid Floor
house,sector 17,3.5,2.0,6,3+,Old Property,1453.14,0,0,0,Low,Mid Floor
flat,sector 31,5.5,4.0,5,3+,Relatively New,2803.0,0,0,0,Medium,Low Floor
flat,sector 61,2.41,3.0,3,3,New Property,1630.0,0,0,0,Medium,Low Floor
flat,sector 109,1.75,3.0,4,3+,Relatively New,1797.0,0,0,0,High,Mid Floor
flat,sector 84,0.85,2.0,2,3,Relatively New,1188.0,0,0,2,Low,Mid Floor
house,sector 50,11.95,3.0,3,2,Moderately old,3240.0,1,0,0,Medium,Low Floor
flat,sector 69,1.6,3.0,3,2,Relatively New,1503.0,0,0,0,High,Low Floor
flat,sector 48,0.7,3.0,3,3,Relatively New,1281.0,0,0,0,High,Low Floor
house,sector 57,3.75,3.0,4,3,Moderately old,1625.35,1,1,2,Low,Low Floor
flat,sector 95,0.45,2.0,2,2,New Property,695.0,0,0,0,Low,High Floor
house,sector 106,5.6,5.0,4,3+,New Property,4000.0,1,1,0,High,High Floor
house,sector 33,1.15,2.0,2,3,Relatively New,1400.0,0,0,2,Medium,Low Floor
house,sector 60,18.02,9.0,12,3+,Relatively New,6390.0,1,0,2,Medium,Mid Floor
house,sector 45,8.5,5.0,4,2,Moderately old,3240.0,1,0,2,Low,Low Floor
flat,sector 99,1.9,4.0,4,3+,New Property,2835.0,0,0,0,Medium,Low Floor
house,sector 9,0.6,2.0,2,1,Moderately old,558.0,0,0,0,Low,Low Floor
flat,sector 66,3.2,3.0,3,3,Relatively New,2048.0,0,0,0,Medium,High Floor
flat,sector 81,2.25,3.0,3,3+,Relatively New,1600.0,0,0,1,Low,High Floor
flat,sector 85,1.05,2.0,2,1,Relatively New,97.0,0,0,0,Low,High Floor
flat,sector 83,0.65,2.0,2,2,Relatively New,950.0,0,0,2,High,Low Floor
flat,sector 11,0.8,3.0,2,0,Old Property,1476.0,0,0,0,Low,Low Floor
flat,sector 70,1.64,3.0,5,3,Relatively New,1574.0,0,0,0,Medium,Mid Floor
flat,sector 3,0.22,2.0,2,1,Relatively New,570.0,0,0,1,Low,Low Floor
house,sector 2,1.15,3.0,3,2,Old Property,594.0,0,0,2,Low,Low Floor
flat,sector 106,0.95,2.0,2,3+,Relatively New,940.0,0,0,0,Low,Low Floor
flat,sector 85,1.75,3.0,4,3,Relatively New,2293.0,0,0,0,Low,Mid Floor
flat,sector 3,0.55,2.0,2,1,Relatively New,778.0,0,0,2,Medium,Mid Floor
flat,sector 81,0.95,2.0,2,2,Relatively New,1144.0,0,0,2,Medium,Low Floor
flat,sector 99,0.72,2.0,2,2,Relatively New,784.0,0,0,0,Low,High Floor
flat,sector 85,1.25,2.0,2,3+,Relatively New,1467.0,0,0,0,High,High Floor
flat,sector 84,2.24,4.0,4,3,Relatively New,3246.0,0,0,0,Low,High Floor
flat,sector 109,2.2,3.0,4,3,Relatively New,1860.0,0,0,0,High,Mid Floor
flat,sector 86,0.8,2.0,2,0,Relatively New,1360.0,0,0,0,Low,Low Floor
flat,sector 67,0.62,2.0,2,2,Relatively New,581.0,0,0,0,Medium,Low Floor
flat,sector 108,2.08,4.0,4,3+,Relatively New,2631.0,0,0,0,Medium,Mid Floor
house,sector 11,0.55,2.0,2,0,Moderately old,1333.0,0,0,0,Low,Low Floor
flat,sector 92,0.85,3.0,2,2,Relatively New,1261.0,0,0,0,Low,High Floor
house,sector 109,11.25,7.0,5,3+,Relatively New,4500.0,1,0,0,Low,Mid Floor
house,sector 109,1.55,3.0,2,0,Relatively New,2360.0,0,0,0,Low,Low Floor
flat,sector 83,1.15,3.0,3,1,Moderately old,1650.0,0,0,2,Medium,Mid Floor
flat,sector 106,3.2,3.0,3,3+,Relatively New,2224.0,0,0,0,Low,Mid Floor
flat,sector 65,2.8,4.0,4,3,Relatively New,2194.0,0,0,2,Medium,Low Floor
flat,sector 49,1.0,1.0,1,1,Moderately old,850.0,0,0,0,Low,Mid Floor
house,sector 25,15.0,5.0,5,3,Moderately old,6400.0,1,0,2,Medium,Low Floor
house,sector 105,1.35,5.0,3,3,Moderately old,3500.0,0,0,0,Low,Mid Floor
house,sector 6,0.66,3.0,2,1,Old Property,612.0,0,0,0,Low,Low Floor
flat,sector 69,1.75,4.0,4,2,Relatively New,1914.0,0,0,2,Medium,Mid Floor
house,sector 25,13.0,6.0,8,3+,Relatively New,2844.0,1,1,1,Low,Low Floor
flat,sector 91,1.8,4.0,3,3+,Relatively New,2578.0,0,0,1,Low,Low Floor
flat,sector 84,0.94,3.0,2,3+,New Property,1286.0,0,0,2,Medium,Mid Floor
flat,sector 84,1.5,3.0,3,3,New Property,1897.0,0,0,0,Medium,Low Floor
flat,sector 72,3.9,4.0,4,3+,Relatively New,2578.0,0,0,0,Low,High Floor
flat,sector 92,0.95,4.0,5,3+,Moderately old,1807.0,0,0,0,Low,Mid Floor
house,sector 12,3.5,8.0,8,3+,Relatively New,4800.0,1,0,1,Medium,Mid Floor
flat,sector 70,0.97,3.0,3,3+,Relatively New,1410.0,0,0,0,Medium,Low Floor
house,sector 82,7.0,4.0,4,3+,Relatively New,3900.0,1,0,1,Medium,Mid Floor
house,sector 50,7.5,3.0,3,2,Moderately old,2163.54,1,0,2,Medium,Low Floor
house,sector 66,12.0,5.0,6,3+,Relatively New,3150.0,1,1,2,High,Mid Floor
flat,sector 103,0.89,2.0,3,3,Relatively New,1291.0,0,0,0,Medium,Low Floor
flat,sector 1,1.0,3.0,4,0,New Property,2480.0,0,0,0,Low,Mid Floor
flat,sector 56,1.7,3.0,3,3,Moderately old,2200.0,0,0,0,Low,Mid Floor
flat,sector 83,0.87,2.0,2,2,Moderately old,1186.0,0,0,0,Low,Mid Floor
flat,sector 95,0.26,1.0,1,1,New Property,422.0,0,0,0,Low,Mid Floor
flat,sector 108,0.7,2.0,2,3,Moderately old,1720.0,0,0,2,Low,Low Floor
flat,sector 107,0.8,2.0,2,3+,Relatively New,1237.0,0,0,2,High,Mid Floor
house,sector 9,1.1,4.0,3,1,Old Property,200.0,0,0,0,Low,Low Floor
flat,sector 99,1.13,3.0,5,3,Relatively New,1790.0,0,0,0,Low,Mid Floor
flat,sector 60,2.12,2.0,2,2,Relatively New,1350.0,0,0,2,High,Low Floor
house,sector 25,10.5,4.0,4,2,Old Property,3584.34,1,0,2,Medium,Low Floor
flat,sector 67,1.4,2.0,2,2,Relatively New,1184.0,0,0,0,Medium,Mid Floor
flat,sector 60,3.75,4.0,5,3,Relatively New,2667.0,0,0,0,High,High Floor
flat,sector 109,1.72,3.0,4,3+,Relatively New,1797.0,0,0,0,High,Mid Floor
house,sector 48,8.25,4.0,4,3+,Relatively New,3153.82,1,1,2,High,Mid Floor
flat,sector 74,1.54,2.0,2,3+,Relatively New,1200.0,0,0,0,Medium,High Floor
flat,sector 95,0.55,3.0,2,2,New Property,835.0,0,0,2,Medium,High Floor
flat,sector 90,0.45,2.0,2,1,New Property,696.0,0,0,2,Low,Low Floor
flat,sector 48,0.65,2.0,2,2,Relatively New,1098.0,0,0,0,Medium,Low Floor
flat,sector 89,1.2,3.0,3,3,New Property,1064.0,0,0,0,Medium,Mid Floor
flat,sector 106,0.46,1.0,1,1,New Property,778.0,0,0,0,Medium,High Floor
flat,sector 65,4.95,3.0,3,3,Relatively New,2964.0,0,0,2,Medium,Mid Floor
house,sector 2,3.65,3.0,9,3+,New Property,1560.77,1,0,2,Medium,Mid Floor
flat,sector 69,0.6,2.0,1,1,Relatively New,584.0,0,0,0,Low,High Floor
flat,sector 67,2.8,3.0,3,3,Moderately old,2019.0,0,0,1,Low,Mid Floor
flat,sector 91,0.96,2.0,2,3+,Moderately old,1337.0,0,0,0,Medium,Mid Floor
house,sector 3,0.95,4.0,3,2,Old Property,1070.0,0,0,0,Low,Low Floor
house,sector 4,2.3,4.0,4,3,Old Property,1440.0,0,0,2,Low,Low Floor
house,sector 24,3.5,2.0,4,3,Old Property,1080.0,0,0,0,Low,Mid Floor
flat,sector 37,1.35,3.0,3,3+,Relatively New,1600.0,0,0,0,Medium,Mid Floor
flat,sector 54,5.7,3.0,3,3,Moderately old,1382.0,0,0,0,Low,Low Floor
flat,sector 67,0.7,2.0,2,1,New Property,657.0,0,0,0,Low,High Floor
flat,sector 62,4.0,3.0,3,3,New Property,2466.0,0,0,2,Low,High Floor
flat,sector 48,1.76,3.0,3,3+,Moderately old,1576.0,0,0,2,High,Mid Floor
flat,sector 2,1.55,3.0,4,3+,Old Property,1829.0,0,0,0,Medium,Mid Floor
house,sector 3,0.37,1.0,1,1,Relatively New,480.0,0,0,0,Low,Low Floor
flat,sector 37,1.43,3.0,3,3+,Relatively New,1892.0,0,0,0,Low,Low Floor
flat,sector 81,3.0,4.0,5,2,Relatively New,3033.0,0,0,2,Medium,Mid Floor
flat,sector 109,1.35,3.0,2,3+,Relatively New,1522.0,0,0,0,Medium,High Floor
flat,sector 85,1.19,2.0,2,3,Relatively New,1670.0,0,0,0,Low,High Floor
flat,sector 33,2.5,3.0,3,2,New Property,2093.0,0,0,0,Medium,Low Floor
flat,sector 78,1.15,3.0,3,3,Moderately old,2072.0,0,0,0,Low,Mid Floor
flat,sector 110,3.25,4.0,4,3,Relatively New,3238.0,0,0,0,Medium,High Floor
flat,sector 104,1.85,3.0,4,3+,Relatively New,2181.0,0,0,0,Medium,High Floor
flat,sector 104,0.9,2.0,2,0,Relatively New,1259.0,0,0,0,Low,High Floor
flat,sector 48,0.3,2.0,2,2,Relatively New,711.0,0,0,0,Low,Mid Floor
flat,sector 110,3.6,4.0,5,3,Relatively New,3238.0,0,0,0,High,Mid Floor
flat,sector 95,0.57,2.0,2,2,New Property,1364.0,0,0,0,Low,Mid Floor
flat,sector 76,3.35,3.0,4,3+,New Property,2111.0,0,0,1,High,Mid Floor
flat,sector 50,2.5,3.0,3,3,Relatively New,1993.0,0,0,2,Medium,High Floor
flat,sector 60,3.0,3.0,3,3,Relatively New,2400.0,0,0,2,High,Mid Floor
flat,sector 95,0.32,2.0,2,1,Relatively New,610.0,0,0,2,Medium,Mid Floor
flat,sector 106,1.1,3.0,4,3+,Relatively New,1186.0,0,0,2,High,Mid Floor
house,sector 43,5.5,1.0,1,0,Old Property,1937.5,0,0,0,Low,Low Floor
flat,sector 90,1.8,4.0,4,3+,Moderately old,2110.0,0,0,0,Low,Mid Floor
flat,sector 112,6.5,4.0,5,3,Relatively New,4800.0,0,0,0,Medium,High Floor
flat,sector 81,0.39,2.0,2,2,Relatively New,667.0,0,0,0,Low,Mid Floor
flat,sector 51,1.7,3.0,4,3,Moderately old,1773.0,0,0,0,Medium,Low Floor
flat,sector 78,0.99,2.0,2,3,Under Construction,1544.0,0,0,0,Low,High Floor
flat,sector 56,2.05,4.0,4,3+,Old Property,2600.0,0,0,2,Medium,Mid Floor
flat,sector 81,2.26,3.0,4,3+,New Property,2000.0,0,0,1,High,High Floor
flat,sector 93,0.38,2.0,2,2,Relatively New,661.0,0,0,0,Low,Mid Floor
flat,sector 37,1.95,4.0,3,3,Relatively New,1650.0,0,0,0,Medium,Mid Floor
flat,sector 49,2.65,3.0,4,3,Moderately old,2251.5,0,0,2,Medium,High Floor
flat,sector 108,2.4,2.0,2,2,New Property,1315.0,0,0,2,Medium,High Floor
flat,sector 85,1.1,2.0,2,3,Relatively New,1173.0,0,0,0,Medium,High Floor
flat,sector 69,1.2,2.0,3,1,Relatively New,1286.0,0,0,0,High,Low Floor
flat,sector 60,2.85,3.0,4,3+,Relatively New,2045.1,0,0,2,High,Mid Floor
flat,sector 92,0.49,2.0,2,2,Relatively New,1109.0,0,0,0,Medium,Low Floor
flat,sector 82,0.97,3.0,4,2,Relatively New,1705.0,0,0,0,Medium,High Floor
flat,sector 48,0.25,2.0,2,0,Relatively New,481.0,0,0,0,Low,Low Floor
house,sector 48,8.2,3.0,3,2,Moderately old,3240.0,1,0,1,High,Low Floor
